season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,Xg,Xga,Sota,Saves,Save%,Psxg,Psxg+/-,Cmp,Att,Cmp%,Totdist,Prgdist,Ast,Xag,Xa,Crspa,Prgp,Kp,Pass_3rd,Sw,Crs,Tb,Ck,Sca,Gca,Tkl,Tklw,Tkl_def_3rd,Tkl_att_3rd,Blocks,Int,Clr,Err,Touches_att_3rd,Prgc,Carries_att_3rd,Mis,Dis,Fls,Off,Recov,Won%,xG,xGA,SoTA,PSxG,PSxG+/-,TotDist,PrgDist,xAG,xA,CrsPA,PrgP,KP,pass_3rd,TB,CK,SCA,GCA,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Touches_Att_3rd,PrgC,Carries_Att_3rd,Opp Formation
2023,2023-10-19,19:00,Série A,Matchweek 27,Thu,Home,L,0,2,Atlético Mineiro,56.0,27718.0,Gustavo Gómez,4-2-3-1,Bruno Arleu,Match Report,,brasileirao,24,palmeiras,abdce579,12.0,4.0,33.3,0.0,0.0,21.2,,,,1.0,33.3,,,406.0,516.0,78.7,,,0.0,,,,,,,4.0,32.0,,,,,18.0,,,,11.0,12.0,6.0,0.0,,,,18.0,14.0,17.0,2.0,60.0,61.3,0.7,1.1,3.0,1.0,-1.0,6767.0,2652.0,0.6,1.4,6.0,43.0,9.0,29.0,1.0,7.0,22.0,0.0,7.0,6.0,4.0,202.0,26.0,25.0,
2023,2023-10-22,18:30,Série A,Matchweek 28,Sun,Away,W,2,0,Coritiba,54.0,19387.0,Gustavo Gómez,3-4-1-2,Rafael Rodrigo Klein,Match Report,,brasileirao,24,palmeiras,abdce579,19.0,6.0,31.6,0.11,0.33,17.9,,,,2.0,100.0,,,390.0,510.0,76.5,,,1.0,,,,,,,4.0,31.0,,,,,21.0,,,,12.0,6.0,24.0,0.0,,,,13.0,7.0,18.0,2.0,69.0,46.2,1.1,0.6,2.0,0.1,0.1,7242.0,2513.0,0.9,1.1,2.0,39.0,12.0,31.0,0.0,6.0,32.0,4.0,16.0,9.0,1.0,135.0,14.0,10.0,
2023,2023-10-25,20:00,Série A,Matchweek 29,Wed,Home,W,5,0,São Paulo,46.0,32618.0,Gustavo Gómez,4-3-1-2,Raphael Claus,Match Report,,brasileirao,24,palmeiras,abdce579,11.0,7.0,63.6,0.36,0.57,22.6,,,,0.0,,,,317.0,389.0,81.5,,,4.0,,,,,,,2.0,16.0,,,,,18.0,,,,9.0,7.0,9.0,0.0,,,,16.0,5.0,15.0,3.0,45.0,64.3,2.4,0.1,0.0,0.0,0.0,6807.0,2406.0,1.6,1.1,3.0,47.0,9.0,35.0,3.0,5.0,22.0,10.0,9.0,4.0,6.0,107.0,15.0,6.0,
2023,2023-10-28,19:00,Série A,Matchweek 30,Sat,Home,W,1,0,Bahia,63.0,33747.0,Gustavo Gómez,4-3-1-2,Rodrigo José Pereira de Lima,Match Report,,brasileirao,24,palmeiras,abdce579,26.0,9.0,34.6,0.04,0.11,18.5,,,,1.0,100.0,,,481.0,567.0,84.8,,,0.0,,,,,,,10.0,20.0,,,,,10.0,,,,6.0,11.0,13.0,0.0,,,,17.0,6.0,15.0,5.0,53.0,52.8,1.7,0.1,1.0,0.0,0.0,10416.0,3520.0,1.1,1.4,2.0,56.0,16.0,54.0,2.0,6.0,38.0,1.0,7.0,3.0,1.0,151.0,15.0,18.0,
2023,2023-11-01,21:30,Série A,Matchweek 31,Wed,Away,W,4,3,Botafogo (RJ),60.0,34913.0,Gustavo Gómez,3-4-1-2,Braulio da Silva Machado,Match Report,,brasileirao,24,palmeiras,abdce579,15.0,6.0,40.0,0.27,0.67,16.8,,,,4.0,62.5,,,414.0,499.0,83.0,,,3.0,,,,,,,5.0,36.0,,,,,9.0,,,,11.0,10.0,9.0,0.0,,,,7.0,9.0,13.0,3.0,40.0,45.5,1.7,3.5,8.0,3.4,0.4,7585.0,2582.0,1.4,1.9,3.0,44.0,8.0,34.0,0.0,6.0,27.0,7.0,5.0,5.0,1.0,167.0,14.0,11.0,
2023,2023-11-04,21:30,Série A,Matchweek 32,Sat,Home,W,1,0,Ath Paranaense,47.0,17301.0,Marcos Rocha,3-4-1-2,Wilton Pereira Sampaio,Match Report,,brasileirao,24,palmeiras,abdce579,18.0,6.0,33.3,0.06,0.17,16.1,,,,2.0,100.0,,,312.0,429.0,72.7,,,1.0,,,,,,,6.0,13.0,,,,,26.0,,,,16.0,5.0,16.0,0.0,,,,15.0,7.0,17.0,2.0,47.0,53.8,1.5,0.6,2.0,0.2,0.2,6339.0,2520.0,1.0,0.9,2.0,29.0,15.0,21.0,2.0,2.0,28.0,2.0,16.0,7.0,5.0,128.0,16.0,14.0,
2023,2023-11-08,21:30,Série A,Matchweek 33,Wed,Away,L,0,3,Flamengo,49.0,64590.0,Gustavo Gómez,3-4-1-2,Rodrigo José Pereira de Lima,Match Report,,brasileirao,24,palmeiras,abdce579,12.0,1.0,8.3,0.0,0.0,18.0,,,,3.0,50.0,,,444.0,506.0,87.7,,,0.0,,,,,,,5.0,17.0,,,,,14.0,,,,6.0,8.0,15.0,0.0,,,,17.0,10.0,17.0,3.0,37.0,53.8,1.0,1.4,6.0,2.7,-0.3,8542.0,2579.0,0.7,0.8,1.0,38.0,6.0,39.0,1.0,5.0,23.0,0.0,9.0,7.0,1.0,112.0,16.0,13.0,
2023,2023-11-11,21:00,Série A,Matchweek 34,Sat,Home,W,3,0,Internacional,39.0,19358.0,Marcos Rocha,3-4-1-2,Paulo Zanovelli,Match Report,,brasileirao,24,palmeiras,abdce579,18.0,10.0,55.6,0.17,0.3,21.7,,,,5.0,100.0,,,281.0,380.0,73.9,,,2.0,,,,,,,6.0,15.0,,,,,21.0,,,,10.0,9.0,14.0,0.0,,,,11.0,5.0,13.0,3.0,55.0,77.3,1.7,0.7,5.0,1.5,1.5,5662.0,2103.0,1.5,1.3,3.0,32.0,14.0,23.0,1.0,6.0,32.0,5.0,14.0,12.0,1.0,113.0,17.0,12.0,
2023,2023-11-26,18:30,Série A,Matchweek 35,Sun,Away,D,2,2,Fortaleza,62.0,39504.0,Gustavo Gómez,3-4-1-2,André Luiz Skettino Policarpo Bento,Match Report,,brasileirao,24,palmeiras,abdce579,13.0,5.0,38.5,0.15,0.4,20.9,,,,5.0,71.4,,,386.0,477.0,80.9,,,2.0,,,,,,,4.0,20.0,,,,,12.0,,,,10.0,3.0,6.0,0.0,,,,15.0,11.0,11.0,1.0,29.0,42.9,0.8,1.8,7.0,1.4,-0.6,7202.0,2181.0,0.7,0.6,0.0,26.0,8.0,30.0,0.0,7.0,25.0,3.0,5.0,8.0,0.0,106.0,26.0,18.0,
2023,2023-11-29,21:30,Série A,Matchweek 36,Wed,Home,W,4,0,América (MG),46.0,29717.0,Marcos Rocha,4-2-3-1,Wilton Pereira Sampaio,Match Report,,brasileirao,24,palmeiras,abdce579,25.0,12.0,48.0,0.12,0.25,16.4,,,,1.0,100.0,,,318.0,398.0,79.9,,,2.0,,,,,,,1.0,24.0,,,,,21.0,,,,13.0,8.0,7.0,0.0,,,,10.0,4.0,10.0,2.0,49.0,52.4,3.2,0.1,1.0,0.1,0.1,6292.0,2530.0,2.7,2.4,7.0,32.0,21.0,33.0,2.0,10.0,48.0,6.0,15.0,5.0,6.0,165.0,19.0,9.0,
2023,2023-12-03,16:00,Série A,Matchweek 37,Sun,Home,W,1,0,Fluminense,37.0,29986.0,Gustavo Gómez,3-4-1-2,Braulio Machado,Match Report,,brasileirao,24,palmeiras,abdce579,22.0,5.0,22.7,0.05,0.2,20.2,,,,2.0,100.0,,,275.0,354.0,77.7,,,1.0,,,,,,,6.0,27.0,,,,,15.0,,,,8.0,9.0,12.0,0.0,,,,8.0,5.0,11.0,1.0,43.0,38.5,2.0,0.3,2.0,0.1,0.1,5714.0,2226.0,1.6,1.2,2.0,43.0,16.0,24.0,1.0,7.0,36.0,2.0,10.0,5.0,4.0,148.0,25.0,19.0,
2023,2023-12-06,21:30,Série A,Matchweek 38,Wed,Away,D,1,1,Cruzeiro,44.0,44190.0,Gustavo Gómez,3-4-1-2,Anderson Daronco,Match Report,,brasileirao,24,palmeiras,abdce579,8.0,5.0,62.5,0.13,0.2,14.7,,,,5.0,83.3,,,297.0,385.0,77.1,,,0.0,,,,,,,5.0,13.0,,,,,10.0,,,,13.0,8.0,21.0,0.0,,,,11.0,4.0,19.0,0.0,43.0,60.9,1.4,1.6,6.0,1.3,0.3,5758.0,2107.0,0.6,0.3,0.0,18.0,6.0,16.0,0.0,4.0,11.0,1.0,7.0,8.0,1.0,66.0,9.0,6.0,
2023,2023-04-16,18:30,Série A,Matchweek 1,Sun,Home,W,1,0,Santos,45.0,13997.0,Walter Kannemann,4-2-3-1,Wilton Sampaio,Match Report,,brasileirao,24,gremio,d5ae3703,16.0,6.0,37.5,0.06,0.17,23.3,,,,4.0,100.0,,,327.0,433.0,75.5,,,0.0,,,,,,,0.0,11.0,,,,,28.0,,,,13.0,11.0,19.0,0.0,,,,14.0,10.0,12.0,1.0,66.0,53.6,1.6,1.2,4.0,0.6,0.6,5018.0,2084.0,0.6,0.5,0.0,47.0,10.0,33.0,2.0,4.0,30.0,2.0,20.0,17.0,4.0,161.0,19.0,15.0,
2023,2023-04-22,21:00,Série A,Matchweek 2,Sat,Away,L,0,1,Cruzeiro,51.0,21605.0,Walter Kannemann,4-2-3-1,Flavio Rodrigues de Souza,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,7.0,63.6,0.0,0.0,21.1,,,,5.0,83.3,,,422.0,552.0,76.4,,,0.0,,,,,,,1.0,17.0,,,,,17.0,,,,15.0,11.0,18.0,0.0,,,,15.0,8.0,8.0,3.0,59.0,61.1,0.8,1.5,6.0,1.5,0.5,6224.0,2259.0,0.7,0.5,0.0,44.0,7.0,27.0,1.0,5.0,21.0,0.0,11.0,11.0,3.0,148.0,13.0,12.0,
2023,2023-04-30,17:30,Série A,Matchweek 3,Sun,Away,W,2,1,Cuiabá,50.0,21385.0,Walter Kannemann,4-2-3-1,Bruno Arleu de Araujo,Match Report,,brasileirao,24,gremio,d5ae3703,12.0,6.0,50.0,0.17,0.33,15.8,,,,3.0,75.0,,,367.0,465.0,78.9,,,1.0,,,,,,,1.0,13.0,,,,,10.0,,,,17.0,9.0,33.0,0.0,,,,6.0,4.0,12.0,2.0,53.0,53.8,1.7,1.2,4.0,1.0,0.0,5828.0,2237.0,1.0,0.9,2.0,46.0,10.0,33.0,1.0,5.0,21.0,3.0,7.0,4.0,0.0,127.0,23.0,11.0,
2023,2023-05-07,18:30,Série A,Matchweek 4,Sun,Home,D,3,3,Red Bull Bragantino,42.0,23760.0,Luis Suárez,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,brasileirao,24,gremio,d5ae3703,10.0,2.0,20.0,0.2,1.0,16.9,,,,4.0,57.1,,,261.0,391.0,66.8,,,1.0,,,,,,,2.0,11.0,,,,,23.0,,,,13.0,10.0,36.0,0.0,,,,22.0,13.0,9.0,3.0,58.0,57.5,1.7,1.8,7.0,3.0,0.0,4324.0,1915.0,0.7,0.6,1.0,30.0,6.0,16.0,1.0,4.0,19.0,5.0,12.0,12.0,2.0,102.0,5.0,7.0,
2023,2023-05-10,21:30,Série A,Matchweek 5,Wed,Away,L,1,4,Palmeiras,41.0,37532.0,Walter Kannemann,3-4-1-2,Braulio da Silva Machado,Match Report,,brasileirao,24,gremio,d5ae3703,3.0,2.0,66.7,0.33,0.5,21.8,,,,6.0,70.0,,,344.0,430.0,80.0,,,1.0,,,,,,,0.0,8.0,,,,,10.0,,,,7.0,12.0,20.0,0.0,,,,20.0,8.0,13.0,0.0,46.0,39.1,0.1,3.8,10.0,3.9,-0.1,5201.0,1983.0,0.1,0.2,0.0,26.0,2.0,18.0,0.0,4.0,4.0,2.0,6.0,3.0,2.0,108.0,7.0,10.0,
2023,2023-05-14,16:00,Série A,Matchweek 6,Sun,Home,D,0,0,Fortaleza,57.0,17396.0,Walter Kannemann,4-2-3-1,Bruno Mota Correia,Match Report,,brasileirao,24,gremio,d5ae3703,17.0,6.0,35.3,0.0,0.0,18.3,,,,4.0,100.0,,,441.0,563.0,78.3,,,0.0,,,,,,,2.0,22.0,,,,,20.0,,,,16.0,13.0,17.0,0.0,,,,18.0,6.0,22.0,1.0,59.0,50.0,0.8,0.6,4.0,0.6,0.6,8000.0,3230.0,0.5,0.6,2.0,49.0,12.0,41.0,0.0,9.0,30.0,0.0,12.0,9.0,4.0,197.0,24.0,13.0,
2023,2023-05-21,18:30,Série A,Matchweek 7,Sun,Home,W,3,1,Internacional,30.0,39438.0,Walter Kannemann,3-4-3,Flavio Rodrigues de Souza,Match Report,,brasileirao,24,gremio,d5ae3703,14.0,6.0,42.9,0.21,0.5,13.7,,,,3.0,75.0,,,164.0,272.0,60.3,,,2.0,,,,,,,2.0,12.0,,,,,12.0,,,,11.0,10.0,33.0,0.0,,,,16.0,7.0,14.0,1.0,45.0,56.8,1.7,1.5,4.0,1.1,0.1,2999.0,1617.0,1.2,1.0,2.0,15.0,11.0,9.0,0.0,3.0,23.0,4.0,8.0,4.0,1.0,125.0,6.0,6.0,
2023,2023-05-27,16:00,Série A,Matchweek 8,Sat,Away,W,2,1,Ath Paranaense,34.0,25966.0,Bruno Fabiano Alves,3-4-3,Savio Pereira,Match Report,,brasileirao,24,gremio,d5ae3703,10.0,4.0,40.0,0.2,0.5,18.4,,,,3.0,75.0,,,208.0,313.0,66.5,,,2.0,,,,,,,4.0,13.0,,,,,10.0,,,,13.0,5.0,39.0,0.0,,,,23.0,9.0,15.0,2.0,53.0,48.0,0.7,1.3,4.0,1.2,0.2,3693.0,1896.0,0.7,0.7,1.0,20.0,9.0,17.0,0.0,5.0,16.0,4.0,6.0,8.0,0.0,93.0,9.0,8.0,
2023,2023-06-04,16:00,Série A,Matchweek 9,Sun,Home,W,2,1,São Paulo,40.0,42207.0,Walter Kannemann,3-4-3,Wilton Sampaio,Match Report,,brasileirao,24,gremio,d5ae3703,20.0,6.0,30.0,0.05,0.17,19.0,,,,3.0,75.0,,,315.0,411.0,76.6,,,1.0,,,,,,,0.0,15.0,,,,,17.0,,,,15.0,15.0,27.0,0.0,,,,20.0,6.0,9.0,3.0,65.0,50.0,1.9,1.1,4.0,1.9,0.9,4811.0,2339.0,1.0,1.0,2.0,47.0,17.0,32.0,1.0,6.0,38.0,3.0,11.0,6.0,1.0,152.0,9.0,7.0,
2023,2023-06-11,18:30,Série A,Matchweek 10,Sun,Away,L,0,3,Flamengo,48.0,62967.0,Walter Kannemann,5-4-1,Savio Pereira,Match Report,,brasileirao,24,gremio,d5ae3703,25.0,7.0,28.0,0.0,0.0,15.7,,,,1.0,25.0,,,376.0,481.0,78.2,,,0.0,,,,,,,3.0,16.0,,,,,16.0,,,,12.0,11.0,10.0,1.0,,,,12.0,10.0,17.0,1.0,59.0,45.5,2.0,1.9,4.0,2.6,-0.4,5889.0,2495.0,1.3,1.7,1.0,44.0,17.0,28.0,0.0,7.0,44.0,0.0,12.0,7.0,1.0,174.0,15.0,12.0,
2023,2023-06-22,19:00,Série A,Matchweek 11,Thu,Home,W,3,1,América (MG),72.0,15864.0,Luis Suárez,4-2-3-1,Edina Alves Batista,Match Report,,brasileirao,24,gremio,d5ae3703,22.0,9.0,40.9,0.09,0.22,16.8,,,,1.0,50.0,,,678.0,786.0,86.3,,,2.0,,,,,,,3.0,23.0,,,,,12.0,,,,11.0,8.0,15.0,0.0,,,,17.0,7.0,10.0,2.0,61.0,60.0,2.4,0.8,2.0,0.9,-0.1,11605.0,3916.0,2.0,2.4,2.0,85.0,17.0,82.0,2.0,10.0,41.0,4.0,7.0,5.0,3.0,363.0,34.0,27.0,
2023,2023-06-25,16:00,Série A,Matchweek 12,Sun,Home,W,5,1,Coritiba,50.0,37048.0,Walter Kannemann,4-2-3-1,João Vitor Gobi,Match Report,,brasileirao,24,gremio,d5ae3703,16.0,7.0,43.8,0.25,0.57,15.4,,,,6.0,85.7,,,342.0,443.0,77.2,,,4.0,,,,,,,2.0,12.0,,,,,20.0,,,,12.0,8.0,10.0,0.0,,,,16.0,11.0,10.0,2.0,52.0,54.5,3.4,1.1,7.0,0.8,-0.2,5605.0,2431.0,1.8,1.7,1.0,34.0,12.0,18.0,6.0,8.0,31.0,9.0,11.0,12.0,2.0,165.0,13.0,14.0,
2023,2023-07-01,18:30,Série A,Matchweek 13,Sat,Away,W,2,1,Bahia,53.0,34090.0,Walter Kannemann,5-4-1,Marcelo de Lima Henrique,Match Report,,brasileirao,24,gremio,d5ae3703,14.0,7.0,50.0,0.14,0.29,13.5,,,,3.0,75.0,,,395.0,508.0,77.8,,,2.0,,,,,,,2.0,10.0,,,,,17.0,,,,10.0,7.0,26.0,1.0,,,,9.0,4.0,11.0,6.0,54.0,52.4,2.9,1.9,4.0,1.1,0.1,6947.0,2661.0,2.8,1.7,1.0,49.0,12.0,34.0,0.0,2.0,24.0,4.0,7.0,10.0,2.0,153.0,18.0,14.0,
2023,2023-07-09,18:30,Série A,Matchweek 14,Sun,Home,L,0,2,Botafogo (RJ),52.0,47029.0,Walter Kannemann,3-4-3,Flavio de Souza,Match Report,,brasileirao,24,gremio,d5ae3703,22.0,4.0,18.2,0.0,0.0,18.7,,,,4.0,66.7,,,422.0,538.0,78.4,,,0.0,,,,,,,2.0,22.0,,,,,17.0,,,,8.0,9.0,11.0,0.0,,,,20.0,8.0,8.0,1.0,62.0,38.9,1.6,1.1,6.0,1.4,-0.6,6736.0,2657.0,1.4,1.6,6.0,59.0,16.0,40.0,1.0,10.0,38.0,0.0,11.0,7.0,1.0,220.0,14.0,11.0,
2023,2023-07-22,21:00,Série A,Matchweek 16,Sat,Home,W,1,0,Atlético Mineiro,39.0,37085.0,Walter Kannemann,3-4-3,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,6.0,2.0,33.3,0.17,0.5,16.8,,,,3.0,100.0,,,270.0,389.0,69.4,,,1.0,,,,,,,3.0,12.0,,,,,30.0,,,,16.0,14.0,28.0,0.0,,,,21.0,19.0,7.0,0.0,67.0,28.9,0.7,0.9,3.0,0.8,0.8,4820.0,2358.0,0.5,0.5,0.0,34.0,5.0,30.0,1.0,3.0,10.0,2.0,15.0,10.0,3.0,109.0,9.0,8.0,
2023,2023-07-30,18:30,Série A,Matchweek 17,Sun,Away,D,1,1,Goiás,55.0,12311.0,Luis Suárez,3-4-3,Paulo Zanovelli,Match Report,,brasileirao,24,gremio,d5ae3703,9.0,2.0,22.2,0.11,0.5,21.4,,,,1.0,50.0,,,465.0,562.0,82.7,,,1.0,,,,,,,5.0,16.0,,,,,11.0,,,,11.0,5.0,19.0,0.0,,,,17.0,3.0,11.0,1.0,40.0,32.1,0.3,0.8,2.0,0.7,-0.3,8712.0,2707.0,0.2,0.5,0.0,42.0,7.0,33.0,2.0,5.0,18.0,2.0,7.0,7.0,2.0,153.0,9.0,11.0,
2023,2023-08-06,16:00,Série A,Matchweek 18,Sun,Away,L,0,1,Vasco da Gama,48.0,,Luis Suárez,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,12.0,3.0,25.0,0.0,0.0,15.8,,,,3.0,75.0,,,349.0,461.0,75.7,,,0.0,,,,,,,1.0,17.0,,,,,16.0,,,,13.0,5.0,16.0,0.0,,,,14.0,9.0,17.0,1.0,55.0,29.2,1.5,1.8,4.0,2.1,1.1,6610.0,2589.0,1.5,1.1,1.0,42.0,11.0,28.0,3.0,7.0,21.0,0.0,9.0,3.0,0.0,161.0,19.0,9.0,
2023,2023-08-13,16:00,Série A,Matchweek 19,Sun,Home,W,2,1,Fluminense,29.0,38712.0,Luis Suárez,4-4-2,Rodrigo José Pereira de Lima,Match Report,,brasileirao,24,gremio,d5ae3703,13.0,5.0,38.5,0.15,0.4,19.7,,,,6.0,85.7,,,235.0,321.0,73.2,,,2.0,,,,,,,2.0,11.0,,,,,23.0,,,,13.0,10.0,25.0,0.0,,,,13.0,8.0,11.0,3.0,52.0,44.0,1.2,1.0,7.0,1.9,0.9,4219.0,1878.0,1.2,1.6,4.0,26.0,13.0,16.0,2.0,3.0,25.0,4.0,15.0,15.0,2.0,116.0,13.0,12.0,
2023,2023-08-20,16:00,Série A,Matchweek 20,Sun,Away,L,1,2,Santos,45.0,,Reinaldo,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,,brasileirao,24,gremio,d5ae3703,9.0,3.0,33.3,0.11,0.33,21.4,,,,5.0,71.4,,,284.0,373.0,76.1,,,0.0,,,,,,,0.0,13.0,,,,,14.0,,,,11.0,7.0,28.0,0.0,,,,10.0,11.0,21.0,2.0,44.0,34.6,0.4,1.7,7.0,1.6,-0.4,4811.0,2364.0,0.3,0.9,2.0,31.0,7.0,26.0,2.0,4.0,17.0,1.0,8.0,10.0,0.0,126.0,13.0,12.0,
2023,2023-08-27,19:00,Série A,Matchweek 21,Sun,Home,W,3,0,Cruzeiro,39.0,52203.0,Pedro Geromel,4-3-1-2,Marcelo de Lima Henrique,Match Report,,brasileirao,24,gremio,d5ae3703,10.0,4.0,40.0,0.3,0.75,15.8,,,,1.0,100.0,,,257.0,373.0,68.9,,,3.0,,,,,,,3.0,11.0,,,,,14.0,,,,11.0,10.0,24.0,0.0,,,,12.0,9.0,12.0,5.0,56.0,48.1,1.5,0.6,1.0,0.0,0.0,4182.0,1840.0,1.5,1.2,0.0,38.0,10.0,21.0,7.0,6.0,19.0,5.0,6.0,7.0,1.0,107.0,14.0,10.0,
2023,2023-09-03,11:00,Série A,Matchweek 22,Sun,Home,W,2,0,Cuiabá,43.0,39339.0,Luis Suárez,4-1-2-1-2◆,Yuri Elino Ferreira da Cruz,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,5.0,45.5,0.09,0.2,17.7,,,,3.0,100.0,,,356.0,448.0,79.5,,,1.0,,,,,,,1.0,6.0,,,,,16.0,,,,12.0,4.0,27.0,1.0,,,,7.0,9.0,18.0,3.0,47.0,40.0,0.7,1.1,3.0,1.0,1.0,5878.0,2170.0,0.7,0.7,3.0,31.0,10.0,28.0,4.0,2.0,22.0,2.0,8.0,8.0,3.0,130.0,11.0,6.0,
2023,2023-09-14,21:30,Série A,Matchweek 23,Thu,Away,L,0,2,Red Bull Bragantino,42.0,5088.0,Luis Suárez,4-1-3-2,André Luiz Skettino Policarpo Bento,Match Report,,brasileirao,24,gremio,d5ae3703,10.0,4.0,40.0,0.0,0.0,20.5,,,,3.0,50.0,,,309.0,415.0,74.5,,,0.0,,,,,,,3.0,5.0,,,,,19.0,,,,13.0,6.0,13.0,1.0,,,,20.0,9.0,16.0,1.0,58.0,54.5,1.3,1.3,4.0,2.0,1.0,5557.0,2292.0,1.0,0.9,1.0,38.0,8.0,22.0,1.0,1.0,17.0,0.0,14.0,6.0,1.0,107.0,8.0,11.0,
2023,2023-09-18,21:00,Série A,Matchweek 15,Mon,Away,D,4,4,Corinthians,46.0,35796.0,Luis Suárez,4-4-2,Wilton Sampaio,Match Report,,brasileirao,24,gremio,d5ae3703,16.0,7.0,43.8,0.25,0.57,20.2,,,,4.0,62.5,,,386.0,466.0,82.8,,,4.0,,,,,,,3.0,15.0,,,,,20.0,,,,9.0,4.0,16.0,0.0,,,,20.0,5.0,10.0,1.0,50.0,37.5,1.1,1.8,8.0,3.2,-0.8,6454.0,2641.0,1.0,0.9,2.0,47.0,13.0,38.0,1.0,4.0,31.0,8.0,13.0,12.0,4.0,158.0,12.0,8.0,
2023,2023-09-21,21:30,Série A,Matchweek 24,Thu,Home,W,1,0,Palmeiras,35.0,29057.0,Luis Suárez,4-1-3-2,Bruno Arleu,Match Report,,brasileirao,24,gremio,d5ae3703,7.0,2.0,28.6,0.14,0.5,17.5,,,,4.0,100.0,,,175.0,270.0,64.8,,,1.0,,,,,,,1.0,8.0,,,,,14.0,,,,11.0,3.0,41.0,0.0,,,,12.0,7.0,15.0,1.0,45.0,41.4,0.4,1.0,4.0,1.1,1.1,3256.0,1917.0,0.4,0.2,1.0,24.0,7.0,18.0,0.0,2.0,14.0,2.0,10.0,9.0,0.0,67.0,8.0,6.0,
2023,2023-09-30,16:00,Série A,Matchweek 25,Sat,Away,D,1,1,Fortaleza,49.0,23634.0,Pedro Geromel,4-3-3,Raphael Claus,Match Report,,brasileirao,24,gremio,d5ae3703,14.0,3.0,21.4,0.07,0.33,20.7,,,,5.0,100.0,,,420.0,506.0,83.0,,,1.0,,,,,,,3.0,17.0,,,,,7.0,,,,7.0,8.0,26.0,0.0,,,,13.0,8.0,12.0,1.0,50.0,60.9,1.5,1.9,6.0,1.1,0.1,7626.0,2958.0,0.7,0.8,2.0,47.0,11.0,38.0,1.0,7.0,28.0,2.0,5.0,3.0,0.0,155.0,15.0,11.0,
2023,2023-10-08,16:00,Série A,Matchweek 26,Sun,Away,L,2,3,Internacional,55.0,39133.0,Pedro Geromel,4-3-3,Paulo Zanovelli,Match Report,,brasileirao,24,gremio,d5ae3703,7.0,2.0,28.6,0.29,1.0,23.3,,,,4.0,57.1,,,398.0,503.0,79.1,,,0.0,,,,,,,4.0,22.0,,,,,14.0,,,,15.0,12.0,11.0,0.0,,,,22.0,4.0,9.0,4.0,45.0,70.0,0.4,2.5,7.0,2.0,-1.0,6801.0,2371.0,0.2,0.3,1.0,44.0,2.0,30.0,0.0,1.0,11.0,2.0,9.0,5.0,0.0,145.0,11.0,12.0,
2023,2023-10-18,19:00,Série A,Matchweek 27,Wed,Home,L,1,2,Ath Paranaense,51.0,24679.0,Pedro Geromel,4-2-3-1,Luiz Flávio de Oliveira,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,5.0,45.5,0.09,0.2,17.1,,,,5.0,71.4,,,401.0,519.0,77.3,,,1.0,,,,,,,2.0,21.0,,,,,15.0,,,,17.0,9.0,39.0,0.0,,,,14.0,9.0,9.0,1.0,65.0,53.1,1.6,0.9,7.0,2.4,0.4,6785.0,2778.0,1.5,1.9,3.0,47.0,9.0,24.0,0.0,4.0,20.0,2.0,10.0,8.0,2.0,167.0,17.0,14.0,
2023,2023-10-21,18:30,Série A,Matchweek 28,Sat,Away,L,0,3,São Paulo,43.0,47132.0,Luis Suárez,5-3-2,André Luiz Skettino Policarpo Bento,Match Report,,brasileirao,24,gremio,d5ae3703,3.0,2.0,66.7,0.0,0.0,30.0,,,,4.0,57.1,,,250.0,363.0,68.9,,,0.0,,,,,,,2.0,12.0,,,,,22.0,,,,7.0,11.0,13.0,1.0,,,,8.0,5.0,17.0,2.0,59.0,47.8,0.1,3.2,7.0,2.2,-0.8,4015.0,1792.0,0.0,0.2,0.0,23.0,1.0,21.0,0.0,3.0,6.0,0.0,12.0,11.0,3.0,102.0,3.0,2.0,
2023,2023-10-25,21:30,Série A,Matchweek 29,Wed,Home,W,3,2,Flamengo,38.0,22325.0,Pedro Geromel,3-4-3,Rodrigo José Pereira de Lima,Match Report,,brasileirao,24,gremio,d5ae3703,11.0,4.0,36.4,0.27,0.75,19.8,,,,2.0,50.0,,,305.0,403.0,75.7,,,3.0,,,,,,,3.0,25.0,,,,,18.0,,,,5.0,8.0,14.0,0.0,,,,15.0,7.0,14.0,0.0,52.0,21.7,1.0,1.1,4.0,1.6,-0.4,4923.0,1792.0,1.0,0.6,3.0,43.0,9.0,21.0,1.0,6.0,18.0,5.0,15.0,10.0,1.0,131.0,10.0,18.0,
