Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2016-09-07,21:45,Série A,Matchweek 23,Wed,Away,L,0,4,Coritiba,61.0,8507.0,,4-3-3,4-4-2,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 Grêmio,11.0,2.0,18.2,0.0,0.0,
2016-09-11,18:30,Série A,Matchweek 24,Sun,Home,D,0,0,Palmeiras,60.0,19514.0,,4-2-3-1,4-3-3,Emerson De Almeida Ferreira,Match Report,,2016,brasileirao,24,2016 Grêmio,11.0,4.0,36.4,0.0,0.0,
2016-09-14,21:00,Série A,Matchweek 25,Wed,Away,L,0,3,Ponte Preta,60.0,3713.0,,4-2-3-1,4-1-4-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 Grêmio,5.0,1.0,20.0,0.0,0.0,
2016-09-18,16:00,Série A,Matchweek 26,Sun,Home,L,0,1,Fluminense,67.0,12136.0,,4-2-3-1,4-2-3-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Grêmio,22.0,8.0,36.4,0.0,0.0,
2016-09-25,16:00,Série A,Matchweek 27,Sun,Home,W,1,0,Chapecoense,47.0,11152.0,,4-2-3-1,4-1-4-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Grêmio,16.0,4.0,25.0,0.06,0.25,
2016-10-01,18:30,Série A,Matchweek 28,Sat,Away,L,0,1,Cruzeiro,48.0,16678.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Grêmio,4.0,0.0,0.0,0.0,,
2016-10-05,19:30,Série A,Matchweek 29,Wed,Away,W,1,0,Vitória,43.0,19652.0,,4-2-3-1,4-2-3-1,Emerson De Almeida Ferreira,Match Report,,2016,brasileirao,24,2016 Grêmio,14.0,6.0,42.9,0.07,0.17,
2016-10-13,21:00,Série A,Matchweek 30,Thu,Home,W,1,0,Ath Paranaense,57.0,16123.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Grêmio,29.0,11.0,37.9,0.03,0.09,
2016-10-16,19:30,Série A,Matchweek 31,Sun,Away,D,1,1,Santos,32.0,7969.0,,4-2-3-1,4-2-3-1,Pablo Dos Santos Alves,Match Report,,2016,brasileirao,24,2016 Grêmio,6.0,3.0,50.0,0.17,0.33,
2016-10-23,17:00,Série A,Matchweek 32,Sun,Home,D,0,0,Internacional,69.0,47622.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,2016,brasileirao,24,2016 Grêmio,12.0,1.0,8.3,0.0,0.0,
2016-10-29,19:30,Série A,Matchweek 33,Sat,Away,D,0,0,Figueirense,50.0,8431.0,,4-2-2-2,4-3-3,Eduardo Tomaz De Aquino Valadão,Match Report,,2016,brasileirao,24,2016 Grêmio,11.0,4.0,36.4,0.0,0.0,
2016-11-07,20:00,Série A,Matchweek 34,Mon,Home,L,0,3,Sport Recife,55.0,10845.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Grêmio,15.0,2.0,13.3,0.0,0.0,
2016-11-17,19:30,Série A,Matchweek 35,Thu,Away,D,1,1,São Paulo,57.0,21933.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 Grêmio,6.0,1.0,16.7,0.17,1.0,
2016-11-20,17:00,Série A,Matchweek 36,Sun,Home,W,3,0,América (MG),59.0,10765.0,,4-2-3-1,4-1-4-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Grêmio,14.0,4.0,28.6,0.21,0.75,
2016-11-27,18:30,Série A,Matchweek 37,Sun,Away,L,1,5,Santa Cruz,52.0,2227.0,,4-2-3-1,4-3-3,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Grêmio,5.0,2.0,40.0,0.2,0.5,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Home,L,0,1,Botafogo (RJ),68.0,14101.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 Grêmio,15.0,4.0,26.7,0.0,0.0,
2016-05-15,16:00,Série A,Matchweek 1,Sun,Away,D,0,0,Figueirense,47.0,5458.0,,4-2-3-1,4-1-4-1,Emerson De Almeida Ferreira,Match Report,,2016,brasileirao,24,2016 Ponte Preta,20.0,3.0,15.0,0.0,0.0,
2016-05-21,16:00,Série A,Matchweek 2,Sat,Home,W,2,1,Palmeiras,35.0,7061.0,,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 Ponte Preta,11.0,4.0,36.4,0.18,0.5,
2016-05-26,11:00,Série A,Matchweek 3,Thu,Away,L,0,3,Corinthians,42.0,35573.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Ponte Preta,6.0,1.0,16.7,0.0,0.0,
2016-05-29,11:00,Série A,Matchweek 4,Sun,Home,L,1,2,Flamengo,61.0,7106.0,,4-4-2,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Ponte Preta,19.0,4.0,21.1,0.05,0.25,
2016-06-02,19:30,Série A,Matchweek 5,Thu,Away,W,2,1,América (MG),45.0,1466.0,,4-2-3-1,5-4-1,Leonardo Garcia Cavaleiro,Match Report,,2016,brasileirao,24,2016 Ponte Preta,12.0,5.0,41.7,0.17,0.4,
2016-06-05,16:00,Série A,Matchweek 6,Sun,Away,L,0,1,Grêmio,29.0,15125.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 Ponte Preta,8.0,2.0,25.0,0.0,0.0,
2016-06-11,16:00,Série A,Matchweek 7,Sat,Home,W,2,1,Chapecoense,60.0,3826.0,,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,2016,brasileirao,24,2016 Ponte Preta,10.0,4.0,40.0,0.2,0.5,
2016-06-15,19:30,Série A,Matchweek 8,Wed,Home,W,3,2,Ath Paranaense,53.0,3090.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 Ponte Preta,12.0,3.0,25.0,0.25,1.0,
2016-06-19,11:00,Série A,Matchweek 9,Sun,Away,L,0,3,Atlético Mineiro,47.0,16042.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 Ponte Preta,9.0,2.0,22.2,0.0,0.0,
2016-06-22,19:30,Série A,Matchweek 10,Wed,Home,L,0,4,Cruzeiro,64.0,4183.0,,4-2-3-1,4-3-2-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 Ponte Preta,15.0,4.0,26.7,0.0,0.0,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Away,D,1,1,Vitória,39.0,4814.0,,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Ponte Preta,15.0,11.0,73.3,0.07,0.09,
2016-06-30,19:30,Série A,Matchweek 12,Thu,Away,W,3,0,Santa Cruz,43.0,8517.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,2016,brasileirao,24,2016 Ponte Preta,13.0,4.0,30.8,0.23,0.75,
2016-07-03,16:00,Série A,Matchweek 13,Sun,Home,W,1,0,São Paulo,64.0,5551.0,,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,2016,brasileirao,24,2016 Ponte Preta,22.0,7.0,31.8,0.05,0.14,
2016-07-09,21:00,Série A,Matchweek 14,Sat,Home,W,2,1,Sport Recife,39.0,3086.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 Ponte Preta,11.0,6.0,54.5,0.18,0.33,
2016-07-16,18:30,Série A,Matchweek 15,Sat,Away,L,1,3,Santos,42.0,11979.0,,4-3-2-1,4-2-3-1,Marielson Alves Silva,Match Report,,2016,brasileirao,24,2016 Ponte Preta,19.0,6.0,31.6,0.05,0.17,
2016-07-24,11:00,Série A,Matchweek 16,Sun,Home,D,2,2,Internacional,51.0,5940.0,,4-2-3-1,4-2-3-1,Leonardo Garcia Cavaleiro,Match Report,,2016,brasileirao,24,2016 Ponte Preta,15.0,4.0,26.7,0.13,0.5,
2016-07-31,11:00,Série A,Matchweek 17,Sun,Away,L,0,3,Fluminense,47.0,9574.0,,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2016,brasileirao,24,2016 Ponte Preta,15.0,4.0,26.7,0.0,0.0,
2016-08-04,19:15,Série A,Matchweek 18,Thu,Home,W,2,0,Botafogo (RJ),38.0,5050.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Ponte Preta,8.0,5.0,62.5,0.25,0.4,
2016-08-07,16:00,Série A,Matchweek 19,Sun,Away,L,1,3,Coritiba,49.0,7238.0,,4-1-4-1,4-4-2,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Ponte Preta,11.0,4.0,36.4,0.09,0.25,
2016-08-13,18:30,Série A,Matchweek 20,Sat,Home,W,2,0,Figueirense,43.0,3753.0,,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2016,brasileirao,24,2016 Ponte Preta,15.0,4.0,26.7,0.13,0.5,
2016-08-21,16:00,Série A,Matchweek 21,Sun,Away,D,2,2,Palmeiras,35.0,29138.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 Ponte Preta,11.0,5.0,45.5,0.18,0.4,
2016-08-27,16:00,Série A,Matchweek 22,Sat,Home,W,2,0,Corinthians,52.0,8529.0,,4-2-3-1,4-1-4-1,Luiz Flavio De Oliveira,Match Report,,2016,brasileirao,24,2016 Ponte Preta,15.0,6.0,40.0,0.13,0.33,
2016-09-07,21:45,Série A,Matchweek 23,Wed,Away,L,1,2,Flamengo,36.0,16358.0,,4-1-4-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,2016,brasileirao,24,2016 Ponte Preta,6.0,1.0,16.7,0.17,1.0,
2016-09-11,18:30,Série A,Matchweek 24,Sun,Home,D,1,1,América (MG),59.0,4386.0,,4-1-4-1,4-1-4-1,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Ponte Preta,12.0,5.0,41.7,0.08,0.2,
2016-09-14,21:00,Série A,Matchweek 25,Wed,Home,W,3,0,Grêmio,40.0,3713.0,,4-1-4-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 Ponte Preta,17.0,8.0,47.1,0.12,0.25,
2016-09-18,16:00,Série A,Matchweek 26,Sun,Away,D,2,2,Chapecoense,44.0,2709.0,,4-1-4-1,4-1-4-1,Joao Batista de Arruda,Match Report,,2016,brasileirao,24,2016 Ponte Preta,12.0,5.0,41.7,0.17,0.4,
2016-09-25,11:00,Série A,Matchweek 27,Sun,Away,L,0,3,Ath Paranaense,32.0,11527.0,,4-1-4-1,4-2-3-1,Nielson Nogueira Dias,Match Report,,2016,brasileirao,24,2016 Ponte Preta,4.0,2.0,50.0,0.0,0.0,
2016-10-01,16:30,Série A,Matchweek 28,Sat,Home,L,1,2,Atlético Mineiro,57.0,4946.0,,4-1-4-1,4-2-3-1,Diego Almeida Real,Match Report,,2016,brasileirao,24,2016 Ponte Preta,18.0,8.0,44.4,0.06,0.13,
2016-10-08,21:00,Série A,Matchweek 29,Sat,Away,L,0,2,Cruzeiro,45.0,15425.0,,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 Ponte Preta,3.0,0.0,0.0,0.0,,
2016-10-13,19:30,Série A,Matchweek 30,Thu,Home,W,2,0,Vitória,43.0,8915.0,,4-1-4-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 Ponte Preta,10.0,6.0,60.0,0.2,0.33,
2016-10-16,18:30,Série A,Matchweek 31,Sun,Home,W,3,0,Santa Cruz,40.0,10912.0,,4-1-4-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 Ponte Preta,13.0,5.0,38.5,0.23,0.6,
2016-10-22,17:00,Série A,Matchweek 32,Sat,Away,L,0,2,São Paulo,40.0,49673.0,,4-1-4-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2016,brasileirao,24,2016 Ponte Preta,14.0,2.0,14.3,0.0,0.0,
2016-10-27,19:30,Série A,Matchweek 33,Thu,Away,L,0,1,Sport Recife,44.0,11613.0,,4-1-4-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 Ponte Preta,14.0,2.0,14.3,0.0,0.0,
2016-11-06,11:00,Série A,Matchweek 34,Sun,Home,L,1,2,Santos,37.0,10208.0,,4-1-4-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 Ponte Preta,8.0,2.0,25.0,0.0,0.0,
2016-11-17,21:00,Série A,Matchweek 35,Thu,Away,D,1,1,Internacional,45.0,28774.0,,4-1-4-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 Ponte Preta,9.0,3.0,33.3,0.11,0.33,
2016-11-20,17:00,Série A,Matchweek 36,Sun,Home,W,1,0,Fluminense,35.0,4981.0,,4-1-4-1,4-2-3-1,Marielson Alves Silva,Match Report,,2016,brasileirao,24,2016 Ponte Preta,13.0,3.0,23.1,0.08,0.33,
2016-11-26,20:00,Série A,Matchweek 37,Sat,Away,D,1,1,Botafogo (RJ),39.0,11118.0,,4-1-4-1,4-3-1-2,Wilton Sampaio,Match Report,,2016,brasileirao,24,2016 Ponte Preta,7.0,2.0,28.6,0.14,0.5,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Home,W,2,0,Coritiba,52.0,3095.0,,4-1-4-1,4-4-2,Francisco de Paula Dos Santos Silva Neto,Match Report,,2016,brasileirao,24,2016 Ponte Preta,17.0,6.0,35.3,0.06,0.17,
2016-02-03,18:45,Libertadores,First stage,Wed,Away,D,1,1,pe U César Vallejo,,,,4-2-3-1,4-2-3-1,Roddy Zambrano,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-02-10,21:45,Libertadores,First stage,Wed,Home,W,1,0,pe U César Vallejo,,,,4-2-3-1,4-2-3-1,Christian Ferreyra,Match Report,Leg 2 of 2; São Paulo won,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-02-17,19:30,Libertadores,Second stage,Wed,Home,L,0,1,bo The Strongest,,,,4-2-3-1,4-1-2-1-2,Mario Díaz de Vivar,Match Report,,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-03-10,19:30,Libertadores,Second stage,Thu,Away,D,1,1,ar River Plate,,,,4-2-3-1,4-2-3-1,Julio Bascuñán,Match Report,,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-03-16,18:00,Libertadores,Second stage,Wed,Away,D,1,1,ve Trujillanos,,,,4-2-3-1,4-4-2,Wilson Lamouroux,Match Report,,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-04-05,21:45,Libertadores,Second stage,Tue,Home,W,6,0,ve Trujillanos,,,,4-2-3-1,4-4-2,Ulises Mereles,Match Report,,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-04-13,21:45,Libertadores,Second stage,Wed,Home,W,2,1,ar River Plate,,,,4-2-3-1,4-1-2-1-2,Andrés Cunha,Match Report,,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-04-21,20:45,Libertadores,Second stage,Thu,Away,D,1,1,bo The Strongest,,,,4-1-4-1,4-4-1-1,Roberto Tobar,Match Report,,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-04-28,21:45,Libertadores,Round of 16,Thu,Home,W,4,0,mx Toluca,,,,4-2-3-1,4-3-2-1,Jonathan Fuentes,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-05-04,17:15,Libertadores,Round of 16,Wed,Away,L,1,3,mx Toluca,,,,4-2-3-1,4-2-2-2,Wilson Lamouroux,Match Report,Leg 2 of 2; São Paulo won,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-05-11,21:45,Libertadores,Quarter-finals,Wed,Home,W,1,0,br Atlético Mineiro,,,,4-2-3-1,4-4-1-1,Wilmar Roldán,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-05-15,11:00,Série A,Matchweek 1,Sun,Away,W,1,0,Botafogo (RJ),33.0,5465.0,,4-2-3-1,4-4-2,Braulio da Silva Machado,Match Report,,2016,brasileirao,24,2016 São Paulo,6.0,3.0,50.0,0.17,0.33,
2016-05-18,21:45,Libertadores,Quarter-finals,Wed,Away,L,1,2,br Atlético Mineiro,,,,4-2-3-1,4-2-3-1,Andrés Cunha,Match Report,Leg 2 of 2; São Paulo won,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-05-22,16:00,Série A,Matchweek 2,Sun,Home,L,1,2,Internacional,54.0,19509.0,,4-2-3-1,4-3-2-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 São Paulo,17.0,6.0,35.3,0.06,0.17,
2016-05-25,21:45,Série A,Matchweek 3,Wed,Away,D,1,1,Coritiba,49.0,9979.0,,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,2016,brasileirao,24,2016 São Paulo,11.0,7.0,63.6,0.09,0.14,
2016-05-29,16:00,Série A,Matchweek 4,Sun,Home,W,1,0,Palmeiras,46.0,21016.0,,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2016,brasileirao,24,2016 São Paulo,15.0,6.0,40.0,0.07,0.17,
2016-06-01,21:45,Série A,Matchweek 5,Wed,Away,L,0,1,Figueirense,63.0,5271.0,,4-2-3-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,,2016,brasileirao,24,2016 São Paulo,12.0,0.0,0.0,0.0,,
2016-06-05,18:30,Série A,Matchweek 6,Sun,Away,W,1,0,Cruzeiro,40.0,18880.0,,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2016,brasileirao,24,2016 São Paulo,10.0,2.0,20.0,0.1,0.5,
2016-06-11,21:00,Série A,Matchweek 7,Sat,Home,L,1,2,Ath Paranaense,62.0,12389.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 São Paulo,13.0,4.0,30.8,0.08,0.25,
2016-06-15,19:30,Série A,Matchweek 8,Wed,Home,W,2,0,Vitória,54.0,9213.0,,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2016,brasileirao,24,2016 São Paulo,11.0,5.0,45.5,0.18,0.4,
2016-06-19,16:00,Série A,Matchweek 9,Sun,Away,D,2,2,Flamengo,38.0,27233.0,,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2016,brasileirao,24,2016 São Paulo,8.0,4.0,50.0,0.25,0.5,
2016-06-23,21:00,Série A,Matchweek 10,Thu,Home,D,0,0,Sport Recife,62.0,11145.0,,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,2016,brasileirao,24,2016 São Paulo,21.0,3.0,14.3,0.0,0.0,
2016-06-26,16:00,Série A,Matchweek 11,Sun,Away,L,0,3,Santos,37.0,24647.0,,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2016,brasileirao,24,2016 São Paulo,8.0,5.0,62.5,0.0,0.0,
2016-06-29,21:45,Série A,Matchweek 12,Wed,Home,W,2,1,Fluminense,44.0,10323.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 São Paulo,19.0,7.0,36.8,0.11,0.29,
2016-07-03,16:00,Série A,Matchweek 13,Sun,Away,L,0,1,Ponte Preta,36.0,5551.0,,4-2-3-1,4-2-3-1,Vinicius Furlan,Match Report,,2016,brasileirao,24,2016 São Paulo,6.0,1.0,16.7,0.0,0.0,
2016-07-06,21:45,Libertadores,Semi-finals,Wed,Home,L,0,2,co Nacional,,,,4-2-3-1,4-2-3-1,Mauro Vigliano,Match Report,Leg 1 of 2,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-07-10,16:00,Série A,Matchweek 14,Sun,Home,W,3,0,América (MG),54.0,8198.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 São Paulo,21.0,7.0,33.3,0.14,0.43,
2016-07-13,19:45,Libertadores,Semi-finals,Wed,Away,L,1,2,co Nacional,,,,4-1-3-2,4-2-3-1,Patricio Polic,Match Report,Leg 2 of 2; Nacional won,2016,brasileirao,24,2016 São Paulo,0.0,0.0,,,,
2016-07-17,16:00,Série A,Matchweek 15,Sun,Away,D,1,1,Corinthians,44.0,42099.0,,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2016,brasileirao,24,2016 São Paulo,7.0,4.0,57.1,0.0,0.0,
2016-07-24,16:00,Série A,Matchweek 16,Sun,Away,L,0,1,Grêmio,49.0,37069.0,,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2016,brasileirao,24,2016 São Paulo,8.0,0.0,0.0,0.0,,
2016-07-31,11:00,Série A,Matchweek 17,Sun,Home,D,2,2,Chapecoense,68.0,54996.0,,4-2-3-1,4-3-2-1,Wagner do Nascimento Magalhaes,Match Report,,2016,brasileirao,24,2016 São Paulo,21.0,10.0,47.6,0.05,0.1,
2016-08-04,19:30,Série A,Matchweek 18,Thu,Home,L,1,2,Atlético Mineiro,60.0,15717.0,,4-2-3-1,4-2-2-2,Leandro Pedro Vuaden,Match Report,,2016,brasileirao,24,2016 São Paulo,21.0,10.0,47.6,0.05,0.1,
2016-08-07,16:15,Série A,Matchweek 19,Sun,Away,W,2,1,Santa Cruz,52.0,12705.0,,4-3-2-1,4-2-3-1,Bruno Arleu de Araujo,Match Report,,2016,brasileirao,24,2016 São Paulo,12.0,6.0,50.0,0.17,0.33,
2016-08-14,16:15,Série A,Matchweek 20,Sun,Home,L,0,1,Botafogo (RJ),63.0,14399.0,,4-3-3,4-3-1-2,Caio Max Augusto Vieira,Match Report,,2016,brasileirao,24,2016 São Paulo,13.0,2.0,15.4,0.0,0.0,
2016-08-21,16:00,Série A,Matchweek 21,Sun,Away,D,1,1,Internacional,42.0,23079.0,,4-2-3-1,4-2-3-1,Gilberto Rodrigues Castro Junior,Match Report,,2016,brasileirao,24,2016 São Paulo,5.0,2.0,40.0,0.0,0.0,
2016-08-28,16:00,Série A,Matchweek 22,Sun,Home,D,0,0,Coritiba,66.0,7836.0,,4-2-3-1,4-1-4-1,Francisco Carlos do Nascimento,Match Report,,2016,brasileirao,24,2016 São Paulo,16.0,8.0,50.0,0.0,0.0,
2016-09-07,21:45,Série A,Matchweek 23,Wed,Away,L,1,2,Palmeiras,50.0,39944.0,,4-2-3-1,4-3-3,Sandro Ricci,Match Report,,2016,brasileirao,24,2016 São Paulo,8.0,3.0,37.5,0.13,0.33,
2016-09-11,11:00,Série A,Matchweek 24,Sun,Home,W,3,1,Figueirense,59.0,27365.0,,4-2-3-1,4-4-1-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 São Paulo,20.0,9.0,45.0,0.15,0.33,
2016-09-15,21:00,Série A,Matchweek 25,Thu,Home,W,1,0,Cruzeiro,54.0,15566.0,,4-1-4-1,4-2-3-1,Diego Almeida Real,Match Report,,2016,brasileirao,24,2016 São Paulo,9.0,5.0,55.6,0.11,0.2,
2016-09-18,16:00,Série A,Matchweek 26,Sun,Away,L,0,1,Ath Paranaense,56.0,15216.0,,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 São Paulo,8.0,3.0,37.5,0.0,0.0,
2016-09-25,16:00,Série A,Matchweek 27,Sun,Away,L,0,2,Vitória,56.0,10980.0,,4-2-3-1,4-2-3-1,Francisco Carlos do Nascimento,Match Report,,2016,brasileirao,24,2016 São Paulo,13.0,4.0,30.8,0.0,0.0,
2016-10-01,16:00,Série A,Matchweek 28,Sat,Home,D,0,0,Flamengo,46.0,29813.0,,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2016,brasileirao,24,2016 São Paulo,8.0,1.0,12.5,0.0,0.0,
2016-10-05,21:45,Série A,Matchweek 29,Wed,Away,D,1,1,Sport Recife,54.0,10301.0,,4-1-4-1,4-2-3-1,Rafael Traci,Match Report,,2016,brasileirao,24,2016 São Paulo,17.0,5.0,29.4,0.06,0.2,
2016-10-13,21:00,Série A,Matchweek 30,Thu,Home,L,0,1,Santos,51.0,29084.0,,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,,2016,brasileirao,24,2016 São Paulo,15.0,5.0,33.3,0.0,0.0,
2016-10-17,20:00,Série A,Matchweek 31,Mon,Away,W,2,1,Fluminense,56.0,6664.0,,4-2-3-1,4-2-3-1,Nielson Nogueira Dias,Match Report,,2016,brasileirao,24,2016 São Paulo,11.0,3.0,27.3,0.18,0.67,
2016-10-22,17:00,Série A,Matchweek 32,Sat,Home,W,2,0,Ponte Preta,60.0,49673.0,,4-2-3-1,4-1-4-1,Marcelo de Lima Henrique,Match Report,,2016,brasileirao,24,2016 São Paulo,9.0,4.0,44.4,0.11,0.25,
2016-10-31,20:00,Série A,Matchweek 33,Mon,Away,L,0,1,América (MG),70.0,5014.0,,4-2-3-1,4-1-4-1,Joao Batista de Arruda,Match Report,,2016,brasileirao,24,2016 São Paulo,19.0,10.0,52.6,0.0,0.0,
2016-11-05,19:30,Série A,Matchweek 34,Sat,Home,W,4,0,Corinthians,42.0,53781.0,,4-2-3-1,4-1-4-1,Claudio Francisco Lima e Silva,Match Report,,2016,brasileirao,24,2016 São Paulo,12.0,6.0,50.0,0.25,0.5,
2016-11-17,19:30,Série A,Matchweek 35,Thu,Home,D,1,1,Grêmio,43.0,21933.0,,4-2-3-1,4-2-3-1,Jailson Macêdo Freitas,Match Report,,2016,brasileirao,24,2016 São Paulo,14.0,6.0,42.9,0.07,0.17,
2016-11-20,19:30,Série A,Matchweek 36,Sun,Away,L,0,2,Chapecoense,60.0,8163.0,,4-2-3-1,4-1-4-1,Jean Pierre Goncalves Lima,Match Report,,2016,brasileirao,24,2016 São Paulo,22.0,8.0,36.4,0.0,0.0,
2016-11-27,17:00,Série A,Matchweek 37,Sun,Away,W,2,1,Atlético Mineiro,37.0,8901.0,,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2016,brasileirao,24,2016 São Paulo,11.0,6.0,54.5,0.18,0.33,
2016-12-11,17:00,Série A,Matchweek 38,Sun,Home,W,5,0,Santa Cruz,52.0,16553.0,,4-2-3-1,4-2-3-1,Paulo Henrique Schleinch Vollkopf,Match Report,,2016,brasileirao,24,2016 São Paulo,25.0,14.0,56.0,0.2,0.36,
2016-05-15,18:30,Série A,Matchweek 1,Sun,Away,D,0,0,Internacional,31.0,18219.0,,4-3-3,4-2-3-1,Nielson Nogueira Dias,Match Report,,2016,brasileirao,24,2016 Chapecoense,6.0,1.0,16.7,0.0,0.0,
2016-05-22,16:00,Série A,Matchweek 2,Sun,Home,W,3,1,América (MG),61.0,2057.0,,4-3-2-1,3-4-3,Eduardo Tomaz De Aquino Valadão,Match Report,,2016,brasileirao,24,2016 Chapecoense,18.0,8.0,44.4,0.11,0.25,
