Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,season,league_name,league_id,team_name,Sh,SoT,SoT%,G/Sh,G/SoT,Dist
2017-05-14,16:00,Série A,Matchweek 1,Sun,Home,W,6,2,Ath Paranaense,40.0,8127.0,Tiago Pagnussat,4-2-3-1,3-4-1-2,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Bahia,27,10,37.0,0.22,0.6,
2017-05-21,11:00,Série A,Matchweek 2,Sun,Away,L,1,2,Vasco da Gama,40.0,19030.0,Edson,4-2-3-1,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Bahia,9,3,33.3,0.11,0.33,
2017-05-28,19:00,Série A,Matchweek 3,Sun,Away,L,0,1,Botafogo (RJ),52.0,7886.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Bahia,14,8,57.1,0.0,0.0,
2017-06-05,20:00,Série A,Matchweek 4,Mon,Home,W,3,0,Atl Goianiense,59.0,13364.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rodrigo Batista Raposo,Match Report,,2017,brasileirao,24,2017 Bahia,18,8,44.4,0.17,0.38,
2017-06-08,21:00,Série A,Matchweek 5,Thu,Home,W,1,0,Cruzeiro,59.0,18917.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Bahia,19,5,26.3,0.05,0.2,
2017-06-12,20:00,Série A,Matchweek 6,Mon,Away,L,0,1,Grêmio,36.0,22103.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2017,brasileirao,24,2017 Bahia,7,3,42.9,0.0,0.0,
2017-06-15,16:00,Série A,Matchweek 7,Thu,Away,D,0,0,Coritiba,52.0,19534.0,Tiago Pagnussat,4-2-3-1,4-4-2,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Bahia,10,3,30.0,0.0,0.0,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Home,L,2,4,Palmeiras,62.0,33186.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 Bahia,15,9,60.0,0.13,0.22,
2017-06-22,19:30,Série A,Matchweek 9,Thu,Away,L,0,3,Corinthians,51.0,34250.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Dewson Fernando Freitas da Silva,Match Report,,2017,brasileirao,24,2017 Bahia,18,1,5.6,0.0,0.0,
2017-06-25,18:30,Série A,Matchweek 10,Sun,Home,L,0,1,Flamengo,43.0,21929.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Igor Junior Benevenuto,Match Report,,2017,brasileirao,24,2017 Bahia,14,3,21.4,0.0,0.0,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Away,D,0,0,Vitória,45.0,10741.0,Tiago Pagnussat,4-2-3-1,4-1-3-2,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Bahia,6,1,16.7,0.0,0.0,
2017-07-09,16:00,Série A,Matchweek 12,Sun,Home,D,1,1,Fluminense,72.0,18267.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Bahia,19,5,26.3,0.05,0.2,
2017-07-12,19:30,Série A,Matchweek 13,Wed,Away,W,3,0,Ponte Preta,34.0,4181.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Bahia,11,7,63.6,0.27,0.43,
2017-07-16,19:00,Série A,Matchweek 14,Sun,Home,D,1,1,Avaí,67.0,12389.0,Lucas Fonseca,4-2-3-1,4-2-3-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2017,brasileirao,24,2017 Bahia,21,5,23.8,0.05,0.2,
2017-07-19,21:45,Série A,Matchweek 15,Wed,Away,W,2,0,Atlético Mineiro,31.0,12177.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Bahia,11,5,45.5,0.09,0.2,
2017-07-23,11:00,Série A,Matchweek 16,Sun,Away,L,0,3,Santos,49.0,32869.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Bahia,19,5,26.3,0.0,0.0,
2017-07-30,16:00,Série A,Matchweek 17,Sun,Home,L,1,3,Sport Recife,57.0,17869.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Bahia,16,7,43.8,0.06,0.14,
2017-08-02,19:30,Série A,Matchweek 18,Wed,Away,D,1,1,Chapecoense,52.0,3466.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Bahia,12,3,25.0,0.08,0.33,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Home,W,2,1,São Paulo,32.0,24072.0,Tiago Pagnussat,4-2-3-1,4-1-4-1,Joao Batista de Arruda,Match Report,,2017,brasileirao,24,2017 Bahia,11,5,45.5,0.18,0.4,
2017-08-13,19:00,Série A,Matchweek 20,Sun,Away,L,1,4,Ath Paranaense,43.0,11964.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Bahia,12,3,25.0,0.08,0.33,
2017-08-20,16:00,Série A,Matchweek 21,Sun,Home,W,3,0,Vasco da Gama,44.0,21691.0,Tiago Pagnussat,4-2-3-1,3-4-3,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Bahia,11,5,45.5,0.27,0.6,
2017-08-27,16:00,Série A,Matchweek 22,Sun,Home,L,1,2,Botafogo (RJ),39.0,22585.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 Bahia,13,4,30.8,0.08,0.25,
2017-09-11,20:00,Série A,Matchweek 23,Mon,Away,D,1,1,Atl Goianiense,57.0,3818.0,Edson,4-2-3-1,4-2-3-1,Thiago Duarte Peixoto,Match Report,,2017,brasileirao,24,2017 Bahia,11,4,36.4,0.09,0.25,
2017-09-17,19:00,Série A,Matchweek 24,Sun,Away,L,0,1,Cruzeiro,49.0,11754.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Bahia,14,5,35.7,0.0,0.0,
2017-09-24,19:00,Série A,Matchweek 25,Sun,Home,W,1,0,Grêmio,42.0,12789.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Luiz Flavio De Oliveira,Match Report,,2017,brasileirao,24,2017 Bahia,15,6,40.0,0.0,0.0,
2017-09-30,16:00,Série A,Matchweek 26,Sat,Home,D,1,1,Coritiba,54.0,20860.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2017,brasileirao,24,2017 Bahia,11,4,36.4,0.09,0.25,
2017-10-12,21:00,Série A,Matchweek 27,Thu,Away,D,2,2,Palmeiras,55.0,25234.0,Renê Júnior,4-2-3-1,4-3-3,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Bahia,17,10,58.8,0.06,0.1,
2017-10-15,18:00,Série A,Matchweek 28,Sun,Home,W,2,0,Corinthians,47.0,23413.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Bahia,7,3,42.9,0.29,0.67,
2017-10-19,21:00,Série A,Matchweek 29,Thu,Away,L,1,4,Flamengo,38.0,8282.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Bahia,13,3,23.1,0.0,0.0,
2017-10-22,16:00,Série A,Matchweek 30,Sun,Home,W,2,1,Vitória,54.0,31185.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 Bahia,8,6,75.0,0.25,0.33,
2017-10-29,17:00,Série A,Matchweek 31,Sun,Away,D,1,1,Fluminense,32.0,12841.0,Tiago Pagnussat,4-2-3-1,4-3-3,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 Bahia,6,1,16.7,0.17,1.0,
2017-11-05,17:00,Série A,Matchweek 32,Sun,Home,W,2,0,Ponte Preta,51.0,20539.0,Tiago Pagnussat,4-1-4-1,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Bahia,17,6,35.3,0.12,0.33,
2017-11-08,19:30,Série A,Matchweek 33,Wed,Away,W,2,1,Avaí,55.0,4412.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2017,brasileirao,24,2017 Bahia,10,6,60.0,0.2,0.33,
2017-11-12,17:00,Série A,Matchweek 34,Sun,Home,D,2,2,Atlético Mineiro,56.0,29769.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Bahia,20,5,25.0,0.05,0.2,
2017-11-16,20:00,Série A,Matchweek 35,Thu,Home,W,3,1,Santos,41.0,22896.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 Bahia,9,4,44.4,0.0,0.0,
2017-11-19,16:00,Série A,Matchweek 36,Sun,Away,L,0,1,Sport Recife,54.0,5556.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 Bahia,8,2,25.0,0.0,0.0,
2017-11-26,18:00,Série A,Matchweek 37,Sun,Home,L,0,1,Chapecoense,62.0,35437.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Pericles Bassols Pegado Cortez,Match Report,,2017,brasileirao,24,2017 Bahia,14,3,21.4,0.0,0.0,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Away,D,1,1,São Paulo,41.0,60485.0,Tiago Pagnussat,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Bahia,9,3,33.3,0.11,0.33,
2017-04-05,19:15,Sudamericana,First stage,Wed,Away,D,0,0,ar Defensa y Just,,,Lucas Pratto,3-4-1-2,3-5-2,Jesús Valenzuela,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 São Paulo,0,0,,,,
2017-05-11,21:45,Sudamericana,First stage,Thu,Home,D,1,1,ar Defensa y Just,,,Lucas Pratto,4-3-1-2,3-5-2,Ulises Mereles,Match Report,Leg 2 of 2; Defensa y Just won,2017,brasileirao,24,2017 São Paulo,0,0,,,,
2017-05-14,16:00,Série A,Matchweek 1,Sun,Away,L,0,1,Cruzeiro,62.0,11416.0,Maicon,3-4-3,4-2-3-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 São Paulo,13,3,23.1,0.0,0.0,
2017-05-22,20:00,Série A,Matchweek 2,Mon,Home,W,2,0,Avaí,55.0,12427.0,Diego Lugano,4-3-2-1,4-2-3-1,Caio Max Augusto Vieira,Match Report,,2017,brasileirao,24,2017 São Paulo,11,4,36.4,0.18,0.5,
2017-05-27,19:00,Série A,Matchweek 3,Sat,Home,W,2,0,Palmeiras,37.0,33288.0,Lucas Pratto,3-4-3,4-3-2-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 São Paulo,8,5,62.5,0.25,0.4,
2017-06-04,16:00,Série A,Matchweek 4,Sun,Away,L,0,1,Ponte Preta,55.0,6246.0,Lucas Pratto,3-4-3,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 São Paulo,11,3,27.3,0.0,0.0,
2017-06-08,19:30,Série A,Matchweek 5,Thu,Home,W,2,0,Vitória,51.0,12536.0,Maicon,3-4-3,4-2-3-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 São Paulo,18,9,50.0,0.11,0.22,
2017-06-11,16:00,Série A,Matchweek 6,Sun,Away,L,2,3,Corinthians,45.0,42443.0,Lucas Pratto,3-1-4-2,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 São Paulo,12,4,33.3,0.17,0.5,
2017-06-14,19:30,Série A,Matchweek 7,Wed,Away,D,0,0,Sport Recife,43.0,10810.0,Lucas Pratto,3-4-3,4-3-3,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 São Paulo,7,1,14.3,0.0,0.0,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Home,L,1,2,Atlético Mineiro,60.0,22704.0,Lucas Pratto,3-4-3,4-4-2,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 São Paulo,12,2,16.7,0.08,0.5,
2017-06-21,21:45,Série A,Matchweek 9,Wed,Away,L,0,1,Ath Paranaense,66.0,19150.0,Diego Lugano,3-4-3,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 São Paulo,28,5,17.9,0.0,0.0,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Home,D,1,1,Fluminense,52.0,17742.0,Lucas Pratto,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 São Paulo,15,3,20.0,0.07,0.33,
2017-07-02,16:00,Série A,Matchweek 11,Sun,Away,L,0,2,Flamengo,52.0,17302.0,Lucas Pratto,4-3-2-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 São Paulo,12,3,25.0,0.0,0.0,
2017-07-09,19:00,Série A,Matchweek 12,Sun,Away,L,2,3,Santos,49.0,10322.0,Rodrigo Caio,4-2-3-1,4-2-3-1,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 São Paulo,14,5,35.7,0.14,0.4,
2017-07-13,19:30,Série A,Matchweek 13,Thu,Home,D,2,2,Atl Goianiense,74.0,31333.0,Lucas Pratto,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,2017,brasileirao,24,2017 São Paulo,19,4,21.1,0.11,0.5,
2017-07-16,16:00,Série A,Matchweek 14,Sun,Away,L,0,2,Chapecoense,67.0,10742.0,Lucas Pratto,4-2-3-1,4-1-4-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 São Paulo,9,3,33.3,0.0,0.0,
2017-07-19,21:45,Série A,Matchweek 15,Wed,Home,W,1,0,Vasco da Gama,45.0,22574.0,Rodrigo Caio,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 São Paulo,11,3,27.3,0.09,0.33,
2017-07-24,20:00,Série A,Matchweek 16,Mon,Home,D,1,1,Grêmio,55.0,51511.0,Edimar Fraga,4-2-3-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 São Paulo,6,2,33.3,0.17,0.5,
2017-07-29,16:00,Série A,Matchweek 17,Sat,Away,W,4,3,Botafogo (RJ),64.0,17139.0,Lucas Pratto,4-1-4-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2017,brasileirao,24,2017 São Paulo,21,7,33.3,0.19,0.57,
2017-08-03,19:30,Série A,Matchweek 18,Thu,Home,L,1,2,Coritiba,67.0,53635.0,Lucas Pratto,4-3-3,4-5-1,Pericles Bassols Pegado Cortez,Match Report,,2017,brasileirao,24,2017 São Paulo,26,11,42.3,0.04,0.09,
2017-08-06,16:00,Série A,Matchweek 19,Sun,Away,L,1,2,Bahia,68.0,24072.0,Hernanes,4-1-4-1,4-2-3-1,Joao Batista de Arruda,Match Report,,2017,brasileirao,24,2017 São Paulo,11,4,36.4,0.0,0.0,
2017-08-13,11:00,Série A,Matchweek 20,Sun,Home,W,3,2,Cruzeiro,43.0,56052.0,Hernanes,4-1-4-1,4-4-2,Rafael Traci,Match Report,,2017,brasileirao,24,2017 São Paulo,9,4,44.4,0.22,0.5,
2017-08-20,16:00,Série A,Matchweek 21,Sun,Away,D,1,1,Avaí,63.0,9006.0,Rodrigo Caio,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 São Paulo,15,7,46.7,0.0,0.0,
2017-08-27,16:00,Série A,Matchweek 22,Sun,Away,L,2,4,Palmeiras,42.0,33537.0,Hernanes,4-1-4-1,4-1-2-1-2,Sandro Ricci,Match Report,,2017,brasileirao,24,2017 São Paulo,10,3,30.0,0.2,0.67,
2017-09-09,19:00,Série A,Matchweek 23,Sat,Home,D,2,2,Ponte Preta,46.0,42724.0,Rodrigo Caio,4-2-3-1,4-1-4-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 São Paulo,9,3,33.3,0.22,0.67,
2017-09-17,16:00,Série A,Matchweek 24,Sun,Away,W,2,1,Vitória,57.0,12805.0,Hernanes,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 São Paulo,16,6,37.5,0.06,0.17,
2017-09-24,11:00,Série A,Matchweek 25,Sun,Home,D,1,1,Corinthians,49.0,61142.0,Lucas Pratto,4-1-4-1,4-2-3-1,Wagner do Nascimento Magalhaes,Match Report,,2017,brasileirao,24,2017 São Paulo,12,6,50.0,0.08,0.17,
2017-10-01,16:00,Série A,Matchweek 26,Sun,Home,W,1,0,Sport Recife,47.0,43071.0,Hernanes,4-1-4-1,4-4-2,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 São Paulo,7,7,100.0,0.14,0.14,
2017-10-11,21:45,Série A,Matchweek 27,Wed,Away,L,0,1,Atlético Mineiro,53.0,17606.0,Hernanes,4-1-4-1,4-2-3-1,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 São Paulo,9,2,22.2,0.0,0.0,
2017-10-14,21:00,Série A,Matchweek 28,Sat,Home,W,2,1,Ath Paranaense,56.0,26833.0,Rodrigo Caio,4-1-4-1,4-4-2,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 São Paulo,23,8,34.8,0.09,0.25,
2017-10-18,21:45,Série A,Matchweek 29,Wed,Away,L,1,3,Fluminense,63.0,22999.0,Hernanes,4-1-4-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 São Paulo,10,3,30.0,0.1,0.33,
2017-10-22,17:00,Série A,Matchweek 30,Sun,Home,W,2,0,Flamengo,40.0,32915.0,Rodrigo Caio,4-1-4-1,4-4-2,Rafael Traci,Match Report,,2017,brasileirao,24,2017 São Paulo,5,3,60.0,0.4,0.67,
2017-10-28,17:00,Série A,Matchweek 31,Sat,Home,W,2,1,Santos,46.0,40004.0,Hernanes,4-1-4-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 São Paulo,16,5,31.3,0.13,0.4,
2017-11-04,19:00,Série A,Matchweek 32,Sat,Away,W,1,0,Atl Goianiense,60.0,17697.0,Hernanes,4-1-4-1,4-2-3-1,Braulio da Silva Machado,Match Report,,2017,brasileirao,24,2017 São Paulo,12,2,16.7,0.08,0.5,
2017-11-09,20:00,Série A,Matchweek 33,Thu,Home,D,2,2,Chapecoense,69.0,35037.0,Hernanes,4-1-4-1,4-4-1-1,Marcelo de Lima Henrique,Match Report,,2017,brasileirao,24,2017 São Paulo,17,5,29.4,0.12,0.4,
2017-11-12,17:00,Série A,Matchweek 34,Sun,Away,D,1,1,Vasco da Gama,49.0,17447.0,Hernanes,4-2-3-1,4-2-3-1,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 São Paulo,7,1,14.3,0.14,1.0,
2017-11-15,19:30,Série A,Matchweek 35,Wed,Away,L,0,1,Grêmio,61.0,20542.0,Hernanes,4-1-4-1,4-2-3-1,Rodolpho Toski Marques,Match Report,,2017,brasileirao,24,2017 São Paulo,10,4,40.0,0.0,0.0,
2017-11-19,17:00,Série A,Matchweek 36,Sun,Home,D,0,0,Botafogo (RJ),64.0,25711.0,Petros,4-5-1,4-2-3-1,Wilton Sampaio,Match Report,,2017,brasileirao,24,2017 São Paulo,9,2,22.2,0.0,0.0,
2017-11-26,17:00,Série A,Matchweek 37,Sun,Away,W,2,1,Coritiba,63.0,32739.0,Sidão,4-3-3,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 São Paulo,10,4,40.0,0.1,0.25,
2017-12-03,17:00,Série A,Matchweek 38,Sun,Home,D,1,1,Bahia,60.0,60485.0,Diego Lugano,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 São Paulo,13,3,23.1,0.08,0.33,
2017-04-05,21:45,Sudamericana,First stage,Wed,Home,W,2,0,uy Liverpool,,,Henrique,4-4-2,4-5-1,Eber Aguino,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Fluminense,0,0,,,,
2017-05-10,21:45,Sudamericana,First stage,Wed,Away,L,0,1,uy Liverpool,,,Henrique,4-2-3-1,4-4-2,Juan Soto,Match Report,Leg 2 of 2; Fluminense won,2017,brasileirao,24,2017 Fluminense,0,0,,,,
2017-05-14,11:00,Série A,Matchweek 1,Sun,Home,W,3,2,Santos,38.0,11835.0,Henrique,4-2-3-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Fluminense,9,5,55.6,0.22,0.4,
2017-05-21,16:00,Série A,Matchweek 2,Sun,Away,W,2,1,Atlético Mineiro,40.0,16145.0,Henrique,4-2-3-1,4-2-3-1,Jean Pierre Goncalves Lima,Match Report,,2017,brasileirao,24,2017 Fluminense,15,5,33.3,0.07,0.2,
2017-05-27,16:00,Série A,Matchweek 3,Sat,Away,L,2,3,Vasco da Gama,58.0,20442.0,Henrique,4-3-3,4-2-3-1,Raphael Claus,Match Report,,2017,brasileirao,24,2017 Fluminense,12,6,50.0,0.0,0.0,
2017-06-03,18:00,Série A,Matchweek 4,Sat,Home,W,2,1,Vitória,56.0,13801.0,Henrique,4-3-3,4-4-1-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Fluminense,17,6,35.3,0.12,0.33,
2017-06-06,20:00,Série A,Matchweek 5,Tue,Home,D,1,1,Ath Paranaense,54.0,14843.0,Henrique,4-2-3-1,4-1-4-1,Igor Junior Benevenuto,Match Report,,2017,brasileirao,24,2017 Fluminense,15,7,46.7,0.07,0.14,
2017-06-10,16:00,Série A,Matchweek 6,Sat,Away,L,1,3,Palmeiras,44.0,33066.0,Henrique,4-2-3-1,4-1-4-1,André Luiz de Freitas Castro,Match Report,,2017,brasileirao,24,2017 Fluminense,10,3,30.0,0.1,0.33,
2017-06-15,21:00,Série A,Matchweek 7,Thu,Home,L,0,2,Grêmio,50.0,11652.0,Henrique,4-2-3-1,4-2-3-1,Elmo Alves Resende Cunha,Match Report,,2017,brasileirao,24,2017 Fluminense,13,4,30.8,0.0,0.0,
2017-06-18,16:00,Série A,Matchweek 8,Sun,Home,D,2,2,Flamengo,40.0,33112.0,Henrique,4-2-3-1,4-2-3-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Fluminense,12,4,33.3,0.08,0.25,
2017-06-21,21:45,Série A,Matchweek 9,Wed,Away,W,3,0,Avaí,51.0,5239.0,Henrique,4-2-3-1,4-2-3-1,Marielson Alves Silva,Match Report,,2017,brasileirao,24,2017 Fluminense,16,5,31.3,0.13,0.4,
2017-06-25,16:00,Série A,Matchweek 10,Sun,Away,D,1,1,São Paulo,48.0,17742.0,Henrique,4-2-3-1,4-2-3-1,Anderson Daronco,Match Report,,2017,brasileirao,24,2017 Fluminense,9,7,77.8,0.11,0.14,
2017-06-29,21:45,Sudamericana,Second stage,Thu,Home,W,4,0,ec Univ Católica,56.0,,Henrique,4-2-3-1,4-2-3-1,Gustavo Murillo,Match Report,Leg 1 of 2,2017,brasileirao,24,2017 Fluminense,21,6,28.6,0.14,0.5,
2017-07-03,20:00,Série A,Matchweek 11,Mon,Home,D,3,3,Chapecoense,69.0,7536.0,Henrique,4-2-3-1,4-1-4-1,Eduardo Tomaz De Aquino Valadão,Match Report,,2017,brasileirao,24,2017 Fluminense,12,8,66.7,0.25,0.38,
2017-07-09,16:00,Série A,Matchweek 12,Sun,Away,D,1,1,Bahia,28.0,18267.0,Henrique,4-2-3-1,4-2-3-1,Flavio Rodrigues De Souza,Match Report,,2017,brasileirao,24,2017 Fluminense,7,2,28.6,0.14,0.5,
2017-07-12,21:00,Série A,Matchweek 13,Wed,Home,L,0,1,Botafogo (RJ),57.0,14851.0,Henrique,4-2-3-1,4-4-1-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Fluminense,12,0,0.0,0.0,,
2017-07-16,19:00,Série A,Matchweek 14,Sun,Away,W,2,1,Coritiba,48.0,10843.0,Gustavo Scarpa,4-3-3,4-2-3-1,Leandro Bizzio Marinho,Match Report,,2017,brasileirao,24,2017 Fluminense,6,2,33.3,0.33,1.0,
2017-07-20,19:30,Série A,Matchweek 15,Thu,Home,D,1,1,Cruzeiro,49.0,5753.0,Henrique,4-3-3,4-4-2,Leandro Pedro Vuaden,Match Report,,2017,brasileirao,24,2017 Fluminense,18,7,38.9,0.0,0.0,
2017-07-23,16:00,Série A,Matchweek 16,Sun,Home,L,0,1,Corinthians,55.0,23863.0,Henrique,4-2-3-1,4-2-3-1,Rafael Traci,Match Report,,2017,brasileirao,24,2017 Fluminense,20,5,25.0,0.0,0.0,
2017-07-26,17:15,Sudamericana,Second stage,Wed,Away,W,2,1,ec Univ Católica,42.0,,Henrique,4-3-2-1,4-2-3-1,Darío Herrera,Match Report,Leg 2 of 2; Fluminense won,2017,brasileirao,24,2017 Fluminense,12,7,58.3,0.17,0.29,
2017-08-02,19:30,Série A,Matchweek 18,Wed,Away,D,2,2,Sport Recife,31.0,15469.0,Henrique,4-1-4-1,4-2-3-1,Marcelo Aparecido Ribeiro De Souza,Match Report,,2017,brasileirao,24,2017 Fluminense,10,4,40.0,0.2,0.5,
2017-08-05,19:00,Série A,Matchweek 19,Sat,Home,W,3,1,Atl Goianiense,52.0,27278.0,Henrique,4-2-3-1,4-2-3-1,Paulo Roberto Alves Júnior,Match Report,,2017,brasileirao,24,2017 Fluminense,12,7,58.3,0.25,0.43,
2017-08-09,20:00,Série A,Matchweek 17,Wed,Away,D,0,0,Ponte Preta,55.0,5977.0,Henrique,4-1-4-1,4-1-3-2,Heber Roberto Lopes,Match Report,,2017,brasileirao,24,2017 Fluminense,9,3,33.3,0.0,0.0,
2017-08-14,20:00,Série A,Matchweek 20,Mon,Away,D,0,0,Santos,48.0,22018.0,Henrique,4-2-3-1,4-2-3-1,André Luiz de Freitas Castro,Match Report,,2017,brasileirao,24,2017 Fluminense,7,2,28.6,0.0,0.0,
2017-08-21,20:00,Série A,Matchweek 21,Mon,Home,W,2,1,Atlético Mineiro,50.0,10412.0,Henrique,4-2-3-1,4-1-4-1,Vinicius Gonçalves Dias Araujo,Match Report,,2017,brasileirao,24,2017 Fluminense,17,9,52.9,0.12,0.22,
2017-08-26,16:00,Série A,Matchweek 22,Sat,Home,L,0,1,Vasco da Gama,57.0,23460.0,Henrique,4-3-2-1,4-2-3-1,Ricardo Marques Ribeiro,Match Report,,2017,brasileirao,24,2017 Fluminense,8,1,12.5,0.0,0.0,
2017-09-10,16:00,Série A,Matchweek 23,Sun,Away,D,2,2,Vitória,45.0,12444.0,Henrique,4-3-2-1,4-2-3-1,Wagner Reway,Match Report,,2017,brasileirao,24,2017 Fluminense,8,4,50.0,0.13,0.25,
