season,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,league_name,league_id,team_name,team_id,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
2015-2016,Alexis Blin,fr FRA,MF,18.0,24.0,15.0,1410.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,William Matheus,br BRA,DF,25.0,14.0,14.0,1245.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Yann Bodiger,fr FRA,MF,20.0,22.0,12.0,1083.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Uroš Spajić,rs SRB,DF,22.0,14.0,11.0,1091.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Zinédine Machach,fr FRA,"MF,FW",19.0,16.0,10.0,853.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.11,0.11,0.21,0.11,0.21,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Mauro Goicoechea,uy URU,GK,27.0,9.0,8.0,736.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Ali Ahamada,km COM,GK,23.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Aleksandar Pešić,rs SRB,"FW,MF",23.0,23.0,5.0,618.0,6.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.29,0.15,0.44,0.29,0.44,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Pavle Ninkov,rs SRB,"DF,MF",30.0,10.0,5.0,512.0,5.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Pantxi Sirieix,fr FRA,MF,34.0,5.0,0.0,73.0,0.8,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.47,2.47,0.0,2.47,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Youssef Benali,ma MAR,"FW,MF",20.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Kelvin Amian,fr FRA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Numan Bostan,fr FRA,GK,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Mathieu Cafaro,fr FRA,"FW,MF",18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Mihai Roman,ro ROU,"FW,MF",30.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Zaniou Sana,bf BFA,FW,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Maxime Spano,dz ALG,DF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Marc Vidal,fr FRA,GK,24.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Squad Total,,,23.8,38.0,418.0,3420.0,38.0,43.0,28.0,71.0,39.0,4.0,6.0,,,1.13,0.74,1.87,1.03,1.76,,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Opponent Total,,,26.7,38.0,418.0,3420.0,38.0,53.0,32.0,85.0,53.0,0.0,2.0,81.0,8.0,1.39,0.84,2.24,1.39,2.24,,ligue_1,13,toulouse,3f8c4b5f,,,,,,,,,,,,
2015-2016,Nicolas de Préville,fr FRA,"FW,MF",24.0,36.0,34.0,2915.0,32.4,6.0,9.0,15.0,6.0,0.0,0.0,4.0,0.0,0.19,0.28,0.46,0.19,0.46,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Antoine Devaux,fr FRA,MF,30.0,33.0,33.0,2810.0,31.2,1.0,1.0,2.0,1.0,0.0,0.0,8.0,3.0,0.03,0.03,0.06,0.03,0.06,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Hamari Traoré,ml MLI,"DF,MF",23.0,33.0,32.0,2912.0,32.4,2.0,1.0,3.0,2.0,0.0,0.0,10.0,1.0,0.06,0.03,0.09,0.06,0.09,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Aïssa Mandi,dz ALG,DF,23.0,32.0,32.0,2859.0,31.8,5.0,1.0,6.0,5.0,0.0,0.0,3.0,1.0,0.16,0.03,0.19,0.16,0.19,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Franck Signorino,fr FRA,"DF,MF",33.0,29.0,29.0,2559.0,28.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Jaba Kankava,ge GEO,MF,29.0,27.0,27.0,2335.0,25.9,0.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Prince Oniangué,cg CGO,MF,26.0,27.0,23.0,2094.0,23.3,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,0.17,0.09,0.26,0.17,0.26,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Anthony Weber,fr FRA,DF,28.0,19.0,19.0,1592.0,17.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Johny Placide,ht HAI,GK,27.0,19.0,17.0,1619.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Gaëtan Charbonnier,fr FRA,"FW,MF",26.0,22.0,16.0,1261.0,14.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.29,0.07,0.36,0.29,0.36,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Diego,br BRA,"MF,FW",27.0,23.0,15.0,1448.0,16.1,3.0,3.0,6.0,2.0,1.0,1.0,4.0,0.0,0.19,0.19,0.37,0.12,0.31,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Mickaël Tacalfred,gp GLP,DF,34.0,15.0,14.0,1164.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Mohamed Fofana,ml MLI,DF,30.0,13.0,12.0,981.0,10.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Frédéric Bulot,ga GAB,"MF,FW",24.0,16.0,11.0,1020.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Antoine Conte,gn GUI,DF,21.0,11.0,11.0,918.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Kossi Agassa,tg TOG,GK,37.0,11.0,11.0,901.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,David N'Gog,fr FRA,FW,26.0,16.0,11.0,853.0,9.5,3.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.32,0.0,0.32,0.32,0.32,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Thievy Bifouma,cg CGO,"FW,MF",23.0,14.0,10.0,937.0,10.4,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.38,0.1,0.48,0.38,0.48,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Johann Carrasso,fr FRA,GK,27.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Atila Turan,tr TUR,"DF,MF",23.0,11.0,8.0,749.0,8.3,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Alexi Peuget,fr FRA,"MF,FW",24.0,12.0,8.0,667.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Grejohn Kyei,fr FRA,FW,19.0,16.0,7.0,727.0,8.1,3.0,2.0,5.0,2.0,1.0,1.0,3.0,0.0,0.37,0.25,0.62,0.25,0.5,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Abdelhamid El Kaoutari,ma MAR,DF,25.0,8.0,7.0,645.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Jordan Pefok,us USA,"MF,FW",19.0,25.0,6.0,846.0,9.4,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.32,0.32,0.64,0.32,0.64,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Odaïr Fortes,cv CPV,"MF,FW",28.0,16.0,4.0,481.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Aly Ndom,fr FRA,MF,19.0,8.0,4.0,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Lass Bangoura,gn GUI,"FW,MF",23.0,10.0,3.0,420.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.21,0.21,0.43,0.21,0.43,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Omenuke Mfulu,cd COD,"MF,DF",21.0,13.0,2.0,379.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Hugo Rodriguez,fr FRA,MF,24.0,3.0,2.0,171.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Hassane Kamara,ci CIV,"DF,MF",21.0,2.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Edwin Maanane,fr FRA,FW,20.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Judicaël Boizart,fr FRA,GK,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Grégory Bourillon,fr FRA,"DF,MF",31.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Cyriack Garel,fr FRA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Nicolas Lemaître,fr FRA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Eddy Maanane,fr FRA,FW,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Squad Total,,,26.9,38.0,418.0,3420.0,38.0,43.0,30.0,73.0,41.0,2.0,3.0,0.0,0.0,1.13,0.79,1.92,1.08,1.87,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Opponent Total,,,26.3,38.0,418.0,3420.0,38.0,55.0,32.0,87.0,53.0,2.0,3.0,86.0,4.0,1.45,0.84,2.29,1.39,2.24,,ligue_1,13,reims,7fdd64e0,,,,,,,,,,,,
2015-2016,Clément Maury,fr FRA,GK,29.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Issiaga Sylla,gn GUI,"DF,MF",21.0,34.0,29.0,2699.0,30.0,0.0,4.0,4.0,0.0,0.0,0.0,9.0,2.0,0.0,0.13,0.13,0.0,0.13,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,David Ducourtioux,fr FRA,MF,37.0,33.0,29.0,2654.0,29.5,0.0,3.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Kader Mangane,sn SEN,"DF,MF",32.0,31.0,28.0,2556.0,28.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.04,0.04,0.07,0.04,0.07,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Jérôme Lemoigne,fr FRA,MF,32.0,31.0,27.0,2461.0,27.3,0.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.04,0.04,0.0,0.04,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Damjan Đoković,hr CRO,MF,25.0,35.0,26.0,2380.0,26.4,2.0,4.0,6.0,2.0,0.0,0.0,9.0,0.0,0.08,0.15,0.23,0.08,0.23,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Jacques Zoua,cm CMR,FW,23.0,31.0,26.0,2352.0,26.1,5.0,2.0,7.0,3.0,2.0,2.0,1.0,0.0,0.19,0.08,0.27,0.11,0.19,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Mohamed Larbi,tn TUN,"MF,FW",27.0,30.0,26.0,2278.0,25.3,8.0,3.0,11.0,7.0,1.0,1.0,0.0,0.0,0.32,0.12,0.43,0.28,0.4,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Pablo Martinez,fr FRA,DF,26.0,28.0,26.0,2204.0,24.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Jérémie Bréchet,fr FRA,DF,35.0,23.0,23.0,1936.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Alexandre Coeff,fr FRA,DF,23.0,24.0,22.0,1997.0,22.2,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Khalid Boutaïb,ma MAR,FW,28.0,31.0,22.0,1926.0,21.4,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,0.28,0.05,0.33,0.28,0.33,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Rodéric Filippi,fr FRA,DF,26.0,26.0,21.0,1924.0,21.4,2.0,1.0,3.0,2.0,0.0,0.0,10.0,2.0,0.09,0.05,0.14,0.09,0.14,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Amos Youga,cf CTA,MF,22.0,18.0,14.0,1140.0,12.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.08,0.08,0.0,0.08,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Grégory Pujol,fr FRA,FW,35.0,19.0,12.0,1139.0,12.7,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,John Tshibumbu,cd COD,FW,26.0,23.0,12.0,1072.0,11.9,3.0,0.0,3.0,3.0,0.0,0.0,6.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Alassane Touré,fr FRA,"DF,MF",26.0,13.0,11.0,950.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Louis Poggi,fr FRA,MF,31.0,15.0,9.0,786.0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Kévin Mayi,ga GAB,"MF,FW",22.0,23.0,8.0,958.0,10.6,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.28,0.09,0.38,0.28,0.38,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Issiar Dia,sn SEN,FW,28.0,11.0,5.0,358.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Amine Chermiti,tn TUN,"MF,FW",27.0,9.0,4.0,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Jules Goda,cm CMR,GK,26.0,3.0,3.0,220.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Paul-André Guérin,fr FRA,GK,17.0,2.0,1.0,140.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Thomas Biancardini,fr FRA,MF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Yohann Campanini,fr FRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Come Casanova,fr FRA,MF,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Douti Gbampok,fr FRA,FW,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Ghjuvan Piereschi,fr FRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Charly Serreri,fr FRA,GK,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Charles Vittini,fr FRA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Squad Total,,,28.4,38.0,418.0,3420.0,38.0,36.0,26.0,62.0,33.0,3.0,3.0,0.0,0.0,0.95,0.68,1.63,0.87,1.55,,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Opponent Total,,,26.4,38.0,418.0,3420.0,38.0,54.0,40.0,94.0,49.0,5.0,5.0,58.0,2.0,1.42,1.05,2.47,1.29,2.34,,ligue_1,13,gazelec_ajaccio,73905dde,,,,,,,,,,,,
2015-2016,Jessy Pi,fr FRA,MF,21.0,37.0,35.0,3178.0,35.3,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Corentin Jean,fr FRA,"FW,MF",20.0,34.0,30.0,2622.0,29.1,4.0,1.0,5.0,4.0,0.0,0.0,4.0,1.0,0.14,0.03,0.17,0.14,0.17,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Matthieu Saunier,fr FRA,DF,25.0,28.0,28.0,2416.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Fabien Camus,tn TUN,"MF,FW",30.0,35.0,28.0,2401.0,26.7,5.0,1.0,6.0,5.0,0.0,0.0,2.0,2.0,0.19,0.04,0.22,0.19,0.22,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Benjamin Nivet,fr FRA,MF,38.0,34.0,27.0,2431.0,27.0,3.0,4.0,7.0,0.0,3.0,3.0,6.0,0.0,0.11,0.15,0.26,0.0,0.15,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Lossémy Karaboué,ci CIV,"DF,MF",27.0,32.0,24.0,2352.0,26.1,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.08,0.08,0.0,0.08,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Chris Mavinga,cd COD,DF,24.0,20.0,19.0,1584.0,17.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.06,0.06,0.0,0.06,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Anele Ngcongca,za RSA,DF,27.0,20.0,18.0,1697.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Stéphane Darbion,fr FRA,MF,31.0,26.0,18.0,1654.0,18.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.05,0.11,0.16,0.05,0.16,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Matthieu Dreyer,fr FRA,GK,26.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Paul Bernardoni,fr FRA,GK,18.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Mouhamadou Dabo,fr FRA,DF,28.0,17.0,14.0,1061.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Alois Confais,fr FRA,"DF,MF",18.0,15.0,13.0,1208.0,13.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Thiago Xavier,br BRA,MF,31.0,16.0,13.0,1056.0,11.7,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Thomas Ayasse,fr FRA,"MF,DF",28.0,14.0,12.0,1014.0,11.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.09,0.0,0.09,0.09,0.09,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Dušan Veškovac,rs SRB,DF,29.0,13.0,11.0,1056.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Yoann Court,fr FRA,"MF,FW",25.0,25.0,11.0,958.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Jonathan Martins Pereira,fr FRA,DF,29.0,11.0,11.0,899.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
2015-2016,Denis Petrić,rs SRB,GK,27.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ligue_1,13,troyes,54195385,,,,,,,,,,,,
