Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
Gustavo Cascardo,br BRA,DF,22.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Botafogo (RJ),0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
Wendel Lessa,br BRA,MF,17.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020,brasileirao,24,2020 Botafogo (RJ),0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,br BRA,GK,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Botafogo (RJ),,,,,,,,,,,,
Wesley Junio,br BRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Botafogo (RJ),,,,,,,,,,,,
Ruan,br BRA,DF,26.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2020,brasileirao,24,2020 Botafogo (RJ),,,,,,,,,,,,
Squad Total,,,24.9,38.0,418.0,3420.0,38.0,32.0,17.0,49.0,26.0,6.0,7.0,72.0,6.0,0.84,0.45,1.29,0.68,1.13,,2020,brasileirao,24,2020 Botafogo (RJ),51.3,45.8,34.1,79.9,604.0,1427.0,1422.0,1.35,0.9,2.25,1.21,2.1
Opponent Total,,,26.9,38.0,418.0,3420.0,38.0,61.0,39.0,100.0,52.0,9.0,14.0,86.0,5.0,1.61,1.03,2.63,1.37,2.39,,2020,brasileirao,24,2020 Botafogo (RJ),64.8,54.4,41.5,95.9,729.0,1685.0,1664.0,1.7,1.09,2.8,1.43,2.52
Éverson,br BRA,GK,30.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hulk,br BRA,FW,34.0,35.0,33.0,2921.0,32.5,19.0,7.0,26.0,13.0,6.0,6.0,3.0,0.0,0.59,0.22,0.8,0.4,0.62,Matches,2021,brasileirao,24,2021 Atlético Mineiro,14.7,9.9,7.2,17.2,95.0,99.0,265.0,0.45,0.22,0.67,0.31,0.53
Allan,br BRA,MF,23.0,32.0,31.0,2683.0,29.8,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.1,1.1,0.4,1.5,31.0,201.0,22.0,0.04,0.01,0.05,0.04,0.05
Federico Zaracho,ar ARG,"MF,FW",22.0,32.0,29.0,2412.0,26.8,7.0,2.0,9.0,7.0,0.0,0.0,4.0,0.0,0.26,0.07,0.34,0.26,0.34,Matches,2021,brasileirao,24,2021 Atlético Mineiro,5.2,5.2,1.8,7.0,17.0,96.0,119.0,0.2,0.07,0.26,0.2,0.26
Nathan Silva,br BRA,DF,23.0,28.0,28.0,2519.0,28.0,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.11,0.04,0.14,0.11,0.14,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.7,1.7,0.1,1.8,7.0,80.0,11.0,0.06,0.01,0.07,0.06,0.07
Guilherme Arana,br BRA,DF,23.0,26.0,26.0,2284.0,25.4,1.0,5.0,6.0,1.0,0.0,0.0,7.0,0.0,0.04,0.2,0.24,0.04,0.24,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.8,1.8,3.6,5.4,66.0,168.0,164.0,0.07,0.14,0.21,0.07,0.21
Júnior Alonso,py PAR,DF,27.0,22.0,22.0,1980.0,22.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.7,1.7,0.8,2.5,8.0,102.0,22.0,0.08,0.04,0.12,0.08,0.12
Tchê Tchê,br BRA,MF,28.0,33.0,22.0,1964.0,21.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.09,0.05,0.09,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.9,0.9,0.7,1.7,46.0,101.0,36.0,0.04,0.03,0.08,0.04,0.08
Ignacio Fernández,ar ARG,MF,31.0,26.0,20.0,1806.0,20.1,5.0,5.0,10.0,4.0,1.0,2.0,4.0,0.0,0.25,0.25,0.5,0.2,0.45,Matches,2021,brasileirao,24,2021 Atlético Mineiro,4.9,3.2,4.9,8.2,46.0,167.0,163.0,0.25,0.25,0.49,0.16,0.41
Guga,br BRA,DF,22.0,25.0,20.0,1757.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.2,0.2,0.9,1.1,36.0,89.0,76.0,0.01,0.05,0.06,0.01,0.06
Jair,br BRA,MF,26.0,28.0,20.0,1557.0,17.3,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.12,0.06,0.17,0.12,0.17,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.7,1.7,1.1,2.7,17.0,114.0,49.0,0.1,0.06,0.16,0.1,0.16
Mariano,br BRA,DF,34.0,25.0,18.0,1599.0,17.8,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.11,0.11,0.0,0.11,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.1,0.1,2.9,3.0,27.0,109.0,109.0,0.01,0.16,0.17,0.01,0.17
Keno,br BRA,"FW,MF",31.0,24.0,17.0,1428.0,15.9,5.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,0.32,0.32,0.63,0.32,0.63,Matches,2021,brasileirao,24,2021 Atlético Mineiro,3.5,3.5,3.2,6.7,61.0,73.0,142.0,0.22,0.2,0.42,0.22,0.42
Réver,br BRA,DF,36.0,22.0,15.0,1365.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.2,0.2,0.2,0.5,3.0,31.0,1.0,0.02,0.02,0.03,0.02,0.03
Jefferson Savarino,ve VEN,FW,24.0,18.0,11.0,1024.0,11.4,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,0.44,0.18,0.62,0.44,0.62,Matches,2021,brasileirao,24,2021 Atlético Mineiro,3.9,3.9,2.8,6.8,27.0,34.0,116.0,0.34,0.25,0.59,0.34,0.59
Dodô,br BRA,DF,28.0,14.0,10.0,883.0,9.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.3,0.3,0.7,1.0,19.0,34.0,62.0,0.03,0.07,0.1,0.03,0.1
Diego Costa,es ESP,FW,32.0,15.0,9.0,774.0,8.6,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.47,0.12,0.58,0.47,0.58,Matches,2021,brasileirao,24,2021 Atlético Mineiro,3.3,3.3,1.5,4.9,11.0,28.0,79.0,0.39,0.18,0.57,0.39,0.57
Hyoran,br BRA,"FW,MF",27.0,18.0,9.0,668.0,7.4,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.13,0.27,0.4,0.13,0.4,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.6,0.6,1.6,2.2,14.0,24.0,48.0,0.09,0.21,0.3,0.09,0.3
Eduardo Vargas,cl CHI,"FW,MF",31.0,16.0,8.0,809.0,9.0,4.0,2.0,6.0,1.0,3.0,3.0,2.0,1.0,0.44,0.22,0.67,0.11,0.33,Matches,2021,brasileirao,24,2021 Atlético Mineiro,4.3,2.2,0.9,3.1,19.0,33.0,79.0,0.48,0.1,0.59,0.24,0.34
Igor Rabello,br BRA,DF,25.0,12.0,8.0,709.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.6,0.6,0.1,0.6,3.0,19.0,0.0,0.07,0.01,0.08,0.07,0.08
Dylan Borrero,co COL,"FW,MF",19.0,15.0,6.0,508.0,5.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.35,0.18,0.53,0.35,0.53,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.8,1.8,0.6,2.4,14.0,31.0,51.0,0.31,0.11,0.42,0.31,0.42
Eduardo Sasha,br BRA,"FW,MF",28.0,23.0,4.0,642.0,7.1,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.28,0.42,0.7,0.28,0.7,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.9,1.9,1.5,3.4,17.0,34.0,52.0,0.26,0.22,0.48,0.26,0.48
Nathan,br BRA,"MF,FW",24.0,22.0,4.0,437.0,4.9,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.41,0.62,1.03,0.41,1.03,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.6,1.6,0.5,2.2,8.0,27.0,17.0,0.34,0.11,0.45,0.34,0.45
Gabriel,br BRA,DF,25.0,5.0,4.0,367.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.2,0.2,0.1,0.3,0.0,11.0,1.0,0.05,0.03,0.08,0.05,0.08
Marrony,br BRA,"FW,MF",21.0,7.0,2.0,243.0,2.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.8,0.8,0.2,0.9,6.0,6.0,24.0,0.29,0.06,0.35,0.29,0.35
Calebe,br BRA,"MF,FW",20.0,14.0,1.0,275.0,3.1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.0,0.98,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.1,0.1,0.9,0.9,5.0,23.0,12.0,0.02,0.29,0.31,0.02,0.31
Alan Franco,ec ECU,MF,22.0,5.0,1.0,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.0,0.0,0.1,0.1,3.0,8.0,2.0,0.0,0.05,0.05,0.0,0.05
Micael,br BRA,DF,20.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Pires,br BRA,GK,31.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wellington Daniel Bueno,br BRA,DF,25.0,1.0,1.0,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Felicio,br BRA,"MF,FW",18.0,5.0,0.0,112.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,1.1,1.1,0.0,1.1,2.0,2.0,2.0,0.85,0.0,0.85,0.85,0.85
Sávio,br BRA,FW,16.0,4.0,0.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.0,0.0,0.1,0.1,2.0,3.0,6.0,0.04,0.18,0.22,0.04,0.22
Luiz Filipe,br BRA,"FW,MF",19.0,2.0,0.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.0,0.0,0.1,0.1,1.0,1.0,3.0,0.0,0.22,0.22,0.0,0.22
Neto,br BRA,MF,18.0,4.0,0.0,51.0,0.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.76,0.0,1.76,1.76,1.76,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.1,0.1,0.0,0.1,1.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16
Luis Otávio Echaporã,br BRA,FW,20.0,2.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Atlético Mineiro,0.0,0.0,0.1,0.1,3.0,1.0,5.0,0.0,0.24,0.24,0.0,0.24
Matheus Mendes,br BRA,GK,21.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,Matches,2021,brasileirao,24,2021 Atlético Mineiro,,,,,,,,,,,,
Alexandre,br BRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Atlético Mineiro,,,,,,,,,,,,
Jean,br BRA,GK,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Atlético Mineiro,,,,,,,,,,,,
Michael,br BRA,GK,25.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Atlético Mineiro,,,,,,,,,,,,
Rômulo,br BRA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Atlético Mineiro,,,,,,,,,,,,
Rubens,br BRA,DF,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Atlético Mineiro,,,,,,,,,,,,
Squad Total,,,27.8,38.0,418.0,3420.0,38.0,67.0,47.0,114.0,57.0,10.0,11.0,79.0,2.0,1.76,1.24,3.0,1.5,2.74,,2021,brasileirao,24,2021 Atlético Mineiro,57.8,49.3,39.6,88.9,616.0,1756.0,1738.0,1.52,1.04,2.56,1.3,2.34
Opponent Total,,,26.8,38.0,418.0,3420.0,38.0,32.0,24.0,56.0,29.0,3.0,5.0,91.0,1.0,0.84,0.63,1.47,0.76,1.39,,2021,brasileirao,24,2021 Atlético Mineiro,34.0,30.2,25.0,55.2,634.0,1218.0,1206.0,0.9,0.66,1.55,0.79,1.45
Willian Arão,br BRA,"MF,DF",28.0,30.0,29.0,2583.0,28.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,2021,brasileirao,24,2021 Flamengo,1.6,1.6,0.8,2.4,17.0,187.0,21.0,0.05,0.03,0.08,0.05,0.08
Diego Alves,br BRA,GK,35.0,26.0,26.0,2277.0,25.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,br BRA,"FW,MF",24.0,35.0,23.0,2195.0,24.4,14.0,4.0,18.0,14.0,0.0,0.0,0.0,0.0,0.57,0.16,0.74,0.57,0.74,Matches,2021,brasileirao,24,2021 Flamengo,10.0,10.0,6.0,16.1,143.0,64.0,363.0,0.41,0.25,0.66,0.41,0.66
Everton Ribeiro,br BRA,"FW,MF",31.0,22.0,22.0,1723.0,19.1,2.0,3.0,5.0,2.0,0.0,0.0,3.0,1.0,0.1,0.16,0.26,0.1,0.26,Matches,2021,brasileirao,24,2021 Flamengo,2.5,2.5,3.2,5.7,59.0,169.0,172.0,0.13,0.17,0.3,0.13,0.3
Bruno Henrique,br BRA,"FW,MF",30.0,24.0,21.0,1900.0,21.1,11.0,5.0,16.0,11.0,0.0,0.0,7.0,0.0,0.52,0.24,0.76,0.52,0.76,Matches,2021,brasileirao,24,2021 Flamengo,8.3,8.3,4.9,13.2,82.0,51.0,224.0,0.39,0.23,0.63,0.39,0.63
Filipe Luís,br BRA,DF,35.0,22.0,21.0,1841.0,20.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2021,brasileirao,24,2021 Flamengo,0.3,0.3,1.4,1.7,55.0,199.0,50.0,0.01,0.07,0.08,0.01,0.08
Matheuzinho,br BRA,DF,20.0,30.0,20.0,1904.0,21.2,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.09,0.09,0.19,0.09,0.19,Matches,2021,brasileirao,24,2021 Flamengo,1.5,1.5,2.8,4.3,58.0,116.0,177.0,0.07,0.13,0.2,0.07,0.2
Léo Pereira,br BRA,DF,25.0,19.0,19.0,1660.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.5,0.5,0.2,0.7,24.0,75.0,2.0,0.03,0.01,0.04,0.03,0.04
Rodrigo Caio,br BRA,DF,27.0,19.0,19.0,1637.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2021,brasileirao,24,2021 Flamengo,1.3,1.3,1.0,2.3,17.0,65.0,2.0,0.07,0.06,0.13,0.07,0.13
Diego,br BRA,MF,35.0,19.0,19.0,1377.0,15.3,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.07,0.07,0.0,0.07,Matches,2021,brasileirao,24,2021 Flamengo,1.1,1.1,1.9,3.0,39.0,139.0,35.0,0.07,0.12,0.19,0.07,0.19
Vitinho,br BRA,"MF,FW",27.0,31.0,18.0,1594.0,17.7,4.0,8.0,12.0,4.0,0.0,0.0,7.0,0.0,0.23,0.45,0.68,0.23,0.68,Matches,2021,brasileirao,24,2021 Flamengo,4.1,4.1,5.8,9.9,74.0,100.0,137.0,0.23,0.33,0.56,0.23,0.56
Gabriel Barbosa,br BRA,FW,24.0,18.0,18.0,1482.0,16.5,12.0,5.0,17.0,9.0,3.0,4.0,6.0,1.0,0.73,0.3,1.03,0.55,0.85,Matches,2021,brasileirao,24,2021 Flamengo,13.1,9.9,3.5,13.4,32.0,79.0,124.0,0.79,0.21,1.0,0.6,0.81
Gustavo Henrique,br BRA,DF,27.0,21.0,17.0,1586.0,17.6,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2021,brasileirao,24,2021 Flamengo,2.2,2.2,0.6,2.8,6.0,76.0,3.0,0.12,0.04,0.16,0.12,0.16
Andreas Pereira,br BRA,MF,25.0,18.0,16.0,1383.0,15.4,5.0,1.0,6.0,5.0,0.0,0.0,3.0,0.0,0.33,0.07,0.39,0.33,0.39,Matches,2021,brasileirao,24,2021 Flamengo,1.9,1.9,1.9,3.8,31.0,97.0,46.0,0.13,0.12,0.25,0.13,0.25
Pedro,br BRA,FW,23.0,24.0,15.0,1414.0,15.7,7.0,5.0,12.0,7.0,0.0,0.0,3.0,0.0,0.45,0.32,0.76,0.45,0.76,Matches,2021,brasileirao,24,2021 Flamengo,6.6,6.6,3.1,9.8,18.0,34.0,89.0,0.42,0.2,0.62,0.42,0.62
Mauricio Isla,cl CHI,DF,32.0,15.0,15.0,1141.0,12.7,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,2021,brasileirao,24,2021 Flamengo,0.2,0.2,1.6,1.9,15.0,72.0,112.0,0.02,0.13,0.15,0.02,0.15
Thiago Maia,br BRA,MF,23.0,23.0,12.0,1167.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,2021,brasileirao,24,2021 Flamengo,1.2,1.2,0.4,1.6,23.0,87.0,36.0,0.09,0.03,0.12,0.09,0.12
João Gomes,br BRA,MF,19.0,19.0,11.0,1003.0,11.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2021,brasileirao,24,2021 Flamengo,1.1,1.1,2.4,3.5,28.0,65.0,39.0,0.1,0.21,0.31,0.1,0.31
Giorgian De Arrascaeta,uy URU,MF,26.0,14.0,11.0,921.0,10.2,1.0,6.0,7.0,1.0,0.0,0.0,3.0,0.0,0.1,0.59,0.68,0.1,0.68,Matches,2021,brasileirao,24,2021 Flamengo,2.1,2.1,3.4,5.5,33.0,87.0,102.0,0.21,0.33,0.54,0.21,0.54
Bruno Viana,br BRA,DF,25.0,18.0,8.0,869.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.6,0.6,0.0,0.6,3.0,49.0,0.0,0.06,0.0,0.06,0.06,0.06
Renê,br BRA,DF,28.0,19.0,8.0,796.0,8.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.11,0.11,0.23,0.11,0.23,Matches,2021,brasileirao,24,2021 Flamengo,0.1,0.1,0.7,0.7,32.0,47.0,47.0,0.01,0.07,0.08,0.01,0.08
Ramon,br BRA,DF,19.0,12.0,8.0,659.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.2,0.2,0.4,0.6,13.0,28.0,40.0,0.02,0.05,0.08,0.02,0.08
Hugo Souza,br BRA,GK,22.0,8.0,7.0,693.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Luiz,br BRA,DF,33.0,7.0,7.0,515.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.2,0.2,0.2,0.4,9.0,42.0,0.0,0.03,0.03,0.07,0.03,0.07
Gabriel Batista,br BRA,GK,22.0,5.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenedy,br BRA,"FW,MF",24.0,14.0,4.0,485.0,5.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.19,0.19,0.37,0.19,0.37,Matches,2021,brasileirao,24,2021 Flamengo,1.5,1.5,0.5,2.0,14.0,14.0,52.0,0.28,0.08,0.37,0.28,0.37
Gerson,br BRA,MF,23.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.6,0.6,0.3,0.9,12.0,25.0,17.0,0.15,0.08,0.23,0.15,0.23
Vitor Gabriel,br BRA,FW,21.0,7.0,4.0,351.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.26,0.26,0.0,0.26,Matches,2021,brasileirao,24,2021 Flamengo,1.4,1.4,0.5,2.0,2.0,1.0,16.0,0.37,0.14,0.51,0.37,0.51
Rodinei,br BRA,"DF,FW",29.0,18.0,3.0,484.0,5.4,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.56,0.56,0.0,0.56,Matches,2021,brasileirao,24,2021 Flamengo,0.2,0.2,1.6,1.8,36.0,36.0,62.0,0.04,0.29,0.33,0.04,0.33
Rodrigo Muniz,br BRA,FW,19.0,9.0,3.0,351.0,3.9,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.77,0.26,1.03,0.77,1.03,Matches,2021,brasileirao,24,2021 Flamengo,2.5,2.5,1.1,3.6,4.0,5.0,12.0,0.63,0.29,0.92,0.63,0.92
Lázaro,br BRA,"MF,FW",18.0,7.0,1.0,145.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.3,0.3,0.2,0.5,5.0,11.0,13.0,0.19,0.12,0.31,0.19,0.31
Robert Piris Da Motta,py PAR,"MF,FW",26.0,5.0,1.0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.0,0.1,1.0,8.0,2.0,0.02,0.02,0.04,0.02,0.04
Gabriel Noga,br BRA,DF,19.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley,br BRA,DF,17.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.0,0.0,1.0,3.0,10.0,0.03,0.0,0.03,0.03,0.03
André Inácio,br BRA,MF,18.0,1.0,1.0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.1,0.1,0.0,0.1,1.0,2.0,3.0,0.1,0.0,0.1,0.1,0.1
Hugo Moura,br BRA,MF,23.0,5.0,0.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.1,0.1,0.0,0.1,0.0,6.0,2.0,0.05,0.01,0.06,0.05,0.06
Max,br BRA,"MF,FW",19.0,6.0,0.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.1,0.1,2.0,4.0,8.0,0.03,0.2,0.23,0.03,0.23
Matheus França,br BRA,MF,16.0,2.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.1,0.1,0.0,0.1,2.0,4.0,4.0,0.31,0.0,0.31,0.31,0.31
Thiaguinho,br BRA,"MF,FW",19.0,2.0,0.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.1,0.1,2.0,4.0,4.0,0.0,0.52,0.52,0.0,0.52
