Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,Matches,season,league_name,league_id,team_name,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90
Ryan Luka,br BRA,FW,17.0,2.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.1,0.1,0.0,0.1,0.0,2.0,2.0,0.9,0.0,0.9,0.9,0.9
Werton,br BRA,FW,17.0,2.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Flamengo,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.63,0.0,0.63,0.63,0.63
Otavio Ataide,br BRA,DF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Flamengo,,,,,,,,,,,,
César,br BRA,GK,29.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Flamengo,,,,,,,,,,,,
Cleiton,br BRA,DF,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Flamengo,,,,,,,,,,,,
Matheus Cunha,br BRA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Flamengo,,,,,,,,,,,,
João Fernando,br BRA,GK,19.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Flamengo,,,,,,,,,,,,
Mateusão,br BRA,FW,16.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Flamengo,,,,,,,,,,,,
Yuri de Oliveira,br BRA,MF,20.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Flamengo,,,,,,,,,,,,
Squad Total,,,27.4,38.0,418.0,3420.0,38.0,67.0,55.0,122.0,64.0,3.0,4.0,84.0,3.0,1.76,1.45,3.21,1.68,3.13,,2021,brasileirao,24,2021 Flamengo,66.5,63.4,50.3,113.7,894.0,2055.0,2033.0,1.75,1.32,3.07,1.67,2.99
Opponent Total,,,26.9,38.0,418.0,3420.0,38.0,36.0,27.0,63.0,36.0,0.0,1.0,87.0,8.0,0.95,0.71,1.66,0.95,1.66,,2021,brasileirao,24,2021 Flamengo,40.3,39.5,30.9,70.3,570.0,1095.0,1089.0,1.06,0.81,1.87,1.04,1.85
Raphael Veiga,br BRA,"MF,FW",25.0,31.0,29.0,2303.0,25.6,10.0,4.0,14.0,7.0,3.0,3.0,1.0,0.0,0.39,0.16,0.55,0.27,0.43,Matches,2021,brasileirao,24,2021 Palmeiras,7.2,4.8,3.3,8.1,74.0,158.0,137.0,0.28,0.13,0.41,0.19,0.32
Luan Garcia,br BRA,DF,27.0,26.0,25.0,2216.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2021,brasileirao,24,2021 Palmeiras,1.0,1.0,0.6,1.6,21.0,101.0,5.0,0.04,0.02,0.07,0.04,0.07
Wéverton,br BRA,GK,33.0,21.0,21.0,1868.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gustavo Scarpa,br BRA,"MF,FW",27.0,31.0,21.0,1836.0,20.4,4.0,13.0,17.0,3.0,1.0,1.0,2.0,0.0,0.2,0.64,0.83,0.15,0.78,Matches,2021,brasileirao,24,2021 Palmeiras,5.7,4.9,7.9,12.9,63.0,115.0,149.0,0.28,0.39,0.67,0.24,0.63
Marcos Rocha,br BRA,DF,32.0,22.0,21.0,1679.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.4,0.4,1.3,1.7,26.0,121.0,65.0,0.02,0.07,0.09,0.02,0.09
Gustavo Gómez,py PAR,DF,27.0,20.0,20.0,1800.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2021,brasileirao,24,2021 Palmeiras,1.3,1.3,0.2,1.5,4.0,73.0,12.0,0.06,0.01,0.07,0.06,0.07
Zé Rafael,br BRA,MF,27.0,26.0,19.0,1821.0,20.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.05,0.0,0.05,0.05,0.05,Matches,2021,brasileirao,24,2021 Palmeiras,1.7,1.7,1.8,3.6,35.0,76.0,40.0,0.09,0.09,0.18,0.09,0.18
Felipe Melo,br BRA,"MF,DF",37.0,24.0,19.0,1719.0,19.1,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2021,brasileirao,24,2021 Palmeiras,0.9,0.9,0.3,1.2,4.0,79.0,4.0,0.05,0.02,0.07,0.05,0.07
Rony,br BRA,"FW,MF",25.0,25.0,19.0,1634.0,18.2,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.22,0.06,0.28,0.22,0.28,Matches,2021,brasileirao,24,2021 Palmeiras,4.8,4.8,2.3,7.1,45.0,22.0,113.0,0.26,0.13,0.39,0.26,0.39
Renan Victor,br BRA,DF,18.0,21.0,18.0,1644.0,18.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,1.4,1.4,0.4,1.8,23.0,93.0,4.0,0.08,0.02,0.1,0.08,0.1
Danilo,br BRA,MF,19.0,22.0,18.0,1553.0,17.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.12,0.06,0.17,0.12,0.17,Matches,2021,brasileirao,24,2021 Palmeiras,2.5,2.5,1.5,4.0,28.0,78.0,41.0,0.14,0.09,0.23,0.14,0.23
Dudu,br BRA,"FW,MF",29.0,21.0,17.0,1482.0,16.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,0.12,0.12,0.24,0.12,0.24,Matches,2021,brasileirao,24,2021 Palmeiras,3.3,3.3,3.1,6.4,99.0,88.0,168.0,0.2,0.19,0.39,0.2,0.39
Wesley,br BRA,"FW,MF",21.0,23.0,15.0,1061.0,11.8,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,0.34,0.17,0.51,0.34,0.51,Matches,2021,brasileirao,24,2021 Palmeiras,2.9,2.9,1.6,4.5,40.0,45.0,123.0,0.24,0.14,0.38,0.24,0.38
Jailson,br BRA,GK,39.0,14.0,13.0,1192.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick de Paula,br BRA,MF,21.0,26.0,13.0,1117.0,12.4,0.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.08,0.08,0.0,0.08,Matches,2021,brasileirao,24,2021 Palmeiras,1.7,0.9,0.4,1.3,21.0,68.0,24.0,0.14,0.03,0.17,0.07,0.1
Luiz Adriano,br BRA,FW,33.0,19.0,12.0,936.0,10.4,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.29,0.19,0.48,0.29,0.48,Matches,2021,brasileirao,24,2021 Palmeiras,4.2,4.2,1.7,5.9,3.0,10.0,42.0,0.41,0.16,0.57,0.41,0.57
Gabriel Menino,br BRA,"DF,MF",20.0,18.0,11.0,1107.0,12.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.16,0.08,0.24,0.16,0.24,Matches,2021,brasileirao,24,2021 Palmeiras,0.9,0.9,2.1,2.9,27.0,53.0,74.0,0.07,0.17,0.24,0.07,0.24
Benjamín Kuscevic,cl CHI,DF,24.0,11.0,11.0,906.0,10.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.1,0.1,0.0,0.1,Matches,2021,brasileirao,24,2021 Palmeiras,0.6,0.6,0.1,0.7,1.0,21.0,3.0,0.06,0.01,0.07,0.06,0.07
Joaquín Piquerez,uy URU,DF,22.0,12.0,10.0,972.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2021,brasileirao,24,2021 Palmeiras,1.3,1.3,1.1,2.4,19.0,34.0,55.0,0.12,0.1,0.22,0.12,0.22
Deyverson,br BRA,FW,29.0,26.0,9.0,1066.0,11.8,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,0.34,0.25,0.59,0.34,0.59,Matches,2021,brasileirao,24,2021 Palmeiras,5.3,5.2,2.3,7.5,8.0,34.0,60.0,0.45,0.19,0.64,0.44,0.63
Victor Luis,br BRA,DF,27.0,16.0,9.0,850.0,9.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.11,0.11,0.0,0.11,Matches,2021,brasileirao,24,2021 Palmeiras,0.7,0.7,0.8,1.5,20.0,43.0,47.0,0.07,0.09,0.15,0.07,0.15
Willian,br BRA,"FW,MF",34.0,20.0,8.0,774.0,8.6,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.47,0.12,0.58,0.47,0.58,Matches,2021,brasileirao,24,2021 Palmeiras,2.9,2.9,1.3,4.2,20.0,13.0,52.0,0.34,0.15,0.49,0.34,0.49
Mayke,br BRA,DF,28.0,12.0,7.0,656.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.1,0.1,0.4,0.5,7.0,27.0,46.0,0.01,0.06,0.07,0.01,0.07
Jorge,br BRA,"DF,MF",24.0,7.0,6.0,461.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.2,0.2,0.1,0.3,13.0,24.0,11.0,0.03,0.02,0.05,0.03,0.05
Breno,br BRA,"FW,MF",25.0,22.0,5.0,757.0,8.4,7.0,1.0,8.0,7.0,0.0,0.0,3.0,0.0,0.83,0.12,0.95,0.83,0.95,Matches,2021,brasileirao,24,2021 Palmeiras,2.8,2.8,1.9,4.7,41.0,18.0,87.0,0.33,0.23,0.56,0.33,0.56
Gabriel Veron,br BRA,"FW,MF",18.0,14.0,4.0,476.0,5.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.19,0.19,0.38,0.19,0.38,Matches,2021,brasileirao,24,2021 Palmeiras,0.4,0.4,0.8,1.2,12.0,14.0,50.0,0.08,0.15,0.22,0.08,0.22
Danilo Barbosa,br BRA,"MF,DF",24.0,15.0,4.0,451.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,Matches,2021,brasileirao,24,2021 Palmeiras,0.1,0.1,1.0,1.1,5.0,21.0,5.0,0.01,0.2,0.22,0.01,0.22
Matheus Fernandes,br BRA,MF,22.0,7.0,4.0,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.2,0.2,3.0,9.0,8.0,0.01,0.04,0.05,0.01,0.05
Vinicius Silvestre,br BRA,GK,26.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matías Viña,uy URU,DF,23.0,4.0,3.0,271.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,2021,brasileirao,24,2021 Palmeiras,0.1,0.1,0.3,0.3,2.0,11.0,4.0,0.02,0.1,0.11,0.02,0.11
Michel,br BRA,DF,17.0,3.0,3.0,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.33,0.33,0.0,0.33
García,br BRA,"MF,DF",19.0,3.0,3.0,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.1,0.1,0.0,0.1,5.0,8.0,10.0,0.02,0.01,0.03,0.02,0.03
Giovani,br BRA,"FW,MF",17.0,3.0,3.0,228.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,2021,brasileirao,24,2021 Palmeiras,0.2,0.2,0.1,0.3,13.0,5.0,13.0,0.09,0.03,0.13,0.09,0.13
Vanderlan,br BRA,"MF,DF",18.0,3.0,2.0,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.4,0.4,0.1,0.4,3.0,8.0,8.0,0.15,0.02,0.17,0.15,0.17
Gabriel Vieira,br BRA,"FW,MF",18.0,3.0,2.0,204.0,2.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.44,0.0,0.44,0.44,0.44,Matches,2021,brasileirao,24,2021 Palmeiras,1.3,1.3,0.2,1.4,2.0,8.0,13.0,0.57,0.07,0.64,0.57,0.64
Fabinho,br BRA,MF,18.0,3.0,2.0,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.2,0.2,0.1,0.3,2.0,7.0,1.0,0.1,0.05,0.15,0.1,0.15
Kaiky Naves,br BRA,DF,18.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.9,0.9,0.0,2.0,0.0,0.02,0.44,0.47,0.02,0.47
Lucas Freitas,br BRA,DF,20.0,3.0,2.0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
Vitor Hugo,br BRA,FW,17.0,2.0,2.0,179.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,Matches,2021,brasileirao,24,2021 Palmeiras,1.1,1.1,0.7,1.8,2.0,5.0,4.0,0.55,0.36,0.91,0.55,0.91
Alan Empereur,br BRA,DF,26.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09
Kevin,br BRA,FW,18.0,2.0,1.0,73.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.23,0.0,1.23,1.23,1.23,Matches,2021,brasileirao,24,2021 Palmeiras,0.6,0.6,0.0,0.6,0.0,1.0,5.0,0.78,0.0,0.78,0.78,0.78
Pedro Bicalho,br BRA,"MF,DF",19.0,3.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jhonatan Jowjow,br BRA,FW,18.0,1.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.1,0.1,1.0,1.0,2.0,0.0,0.35,0.35,0.0,0.35
Lucas Esteves,br BRA,FW,20.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Yago Andrade,br BRA,FW,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Sena,br BRA,DF,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Palmeiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaique,br BRA,GK,17.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Palmeiras,,,,,,,,,,,,
Lucas Lima,br BRA,MF,30.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Palmeiras,,,,,,,,,,,,
Mateus Oliveira,,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Palmeiras,,,,,,,,,,,,
Vitinho,br BRA,MF,18.0,0.0,0.0,,,,,,,,,,,,,,,,Matches,2021,brasileirao,24,2021 Palmeiras,,,,,,,,,,,,
Squad Total,,,26.8,38.0,418.0,3420.0,38.0,54.0,41.0,95.0,50.0,4.0,5.0,84.0,7.0,1.42,1.08,2.5,1.32,2.39,,2021,brasileirao,24,2021 Palmeiras,56.3,52.8,41.4,94.2,694.0,1499.0,1487.0,1.48,1.09,2.57,1.39,2.48
Opponent Total,,,26.8,38.0,418.0,3420.0,38.0,43.0,30.0,73.0,39.0,4.0,6.0,93.0,4.0,1.13,0.79,1.92,1.03,1.82,,2021,brasileirao,24,2021 Palmeiras,48.5,43.9,34.8,78.6,671.0,1475.0,1454.0,1.28,0.91,2.19,1.15,2.07
Guilherme Tinga,br BRA,DF,27.0,36.0,34.0,3100.0,34.4,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.03,0.06,0.09,0.03,0.09,Matches,2021,brasileirao,24,2021 Fortaleza,1.9,1.9,2.2,4.1,80.0,235.0,67.0,0.05,0.06,0.12,0.05,0.12
Marcelo,br BRA,DF,25.0,34.0,34.0,3060.0,34.0,4.0,0.0,4.0,4.0,0.0,0.0,7.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,2021,brasileirao,24,2021 Fortaleza,1.6,1.6,0.1,1.8,10.0,66.0,6.0,0.05,0.0,0.05,0.05,0.05
Titi,br BRA,DF,32.0,34.0,34.0,3001.0,33.3,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,2021,brasileirao,24,2021 Fortaleza,2.1,2.1,0.9,3.0,32.0,118.0,10.0,0.06,0.03,0.09,0.06,0.09
Yago Pikachu,br BRA,DF,28.0,34.0,33.0,2868.0,31.9,9.0,5.0,14.0,7.0,2.0,3.0,6.0,0.0,0.28,0.16,0.44,0.22,0.38,Matches,2021,brasileirao,24,2021 Fortaleza,7.4,4.9,5.5,10.5,40.0,119.0,211.0,0.23,0.17,0.41,0.16,0.33
Éderson,br BRA,MF,21.0,34.0,29.0,2623.0,29.1,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,2021,brasileirao,24,2021 Fortaleza,2.7,2.7,1.9,4.6,34.0,105.0,65.0,0.09,0.07,0.16,0.09,0.16
Robson,br BRA,FW,29.0,34.0,27.0,2164.0,24.0,10.0,1.0,11.0,10.0,0.0,0.0,7.0,0.0,0.42,0.04,0.46,0.42,0.46,Matches,2021,brasileirao,24,2021 Fortaleza,8.5,8.5,2.8,11.3,36.0,38.0,199.0,0.35,0.12,0.47,0.35,0.47
Lucas Crispim,br BRA,DF,26.0,26.0,23.0,1960.0,21.8,1.0,7.0,8.0,1.0,0.0,1.0,4.0,0.0,0.05,0.32,0.37,0.05,0.37,Matches,2021,brasileirao,24,2021 Fortaleza,2.4,1.6,3.9,5.5,48.0,108.0,87.0,0.11,0.18,0.29,0.07,0.25
David,br BRA,FW,25.0,32.0,23.0,1937.0,21.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,1.0,0.23,0.09,0.33,0.23,0.33,Matches,2021,brasileirao,24,2021 Fortaleza,6.4,6.4,3.1,9.5,68.0,48.0,196.0,0.3,0.14,0.44,0.3,0.44
Felipe,br BRA,MF,26.0,28.0,22.0,1824.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.7,0.7,0.9,1.6,44.0,137.0,26.0,0.04,0.04,0.08,0.04,0.08
Matheus de Vargas,br BRA,MF,24.0,31.0,21.0,1690.0,18.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,2021,brasileirao,24,2021 Fortaleza,3.7,3.7,2.3,6.0,38.0,76.0,92.0,0.2,0.12,0.32,0.2,0.32
Jussa,br BRA,"MF,DF",24.0,24.0,20.0,1761.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.6,0.6,0.8,1.4,15.0,80.0,25.0,0.03,0.04,0.07,0.03,0.07
Felipe Alves Raymundo,br BRA,GK,32.0,20.0,20.0,1755.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo Boeck,br BRA,GK,36.0,19.0,18.0,1665.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronald,br BRA,MF,23.0,23.0,15.0,1384.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.7,0.7,0.8,1.5,31.0,64.0,33.0,0.05,0.05,0.1,0.05,0.1
Bruno Melo,br BRA,DF,28.0,21.0,12.0,1110.0,12.3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,2021,brasileirao,24,2021 Fortaleza,1.7,0.9,0.9,1.8,11.0,31.0,52.0,0.14,0.08,0.21,0.07,0.15
Lucas Lima,br BRA,MF,30.0,17.0,11.0,996.0,11.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches,2021,brasileirao,24,2021 Fortaleza,0.8,0.8,2.3,3.1,29.0,89.0,55.0,0.07,0.21,0.28,0.07,0.28
Romarinho,br BRA,"FW,MF",26.0,31.0,9.0,1081.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,Matches,2021,brasileirao,24,2021 Fortaleza,0.7,0.7,1.4,2.1,45.0,49.0,94.0,0.06,0.11,0.17,0.06,0.17
Wellington Paulista,br BRA,FW,36.0,25.0,8.0,887.0,9.9,3.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,0.3,0.0,0.3,0.1,0.1,Matches,2021,brasileirao,24,2021 Fortaleza,3.4,1.9,0.2,2.0,7.0,14.0,55.0,0.35,0.02,0.37,0.19,0.21
Ángelo Henríquez,cl CHI,FW,26.0,14.0,6.0,482.0,5.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,2021,brasileirao,24,2021 Fortaleza,1.5,1.5,0.2,1.7,3.0,8.0,32.0,0.28,0.04,0.33,0.28,0.33
Jackson de Souza,br BRA,DF,30.0,7.0,4.0,396.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.4,0.4,0.0,0.4,2.0,11.0,0.0,0.08,0.0,0.09,0.08,0.09
Valentín Depietri,ar ARG,FW,20.0,9.0,4.0,313.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.29,0.29,0.58,0.29,0.58,Matches,2021,brasileirao,24,2021 Fortaleza,0.8,0.8,0.6,1.4,11.0,5.0,27.0,0.22,0.17,0.39,0.22,0.39
Osvaldo,br BRA,"DF,FW",33.0,12.0,2.0,299.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.8,0.8,0.5,1.4,19.0,16.0,30.0,0.25,0.16,0.41,0.25,0.41
Luiz Henrique,br BRA,"MF,DF",21.0,8.0,2.0,268.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34,0.34,0.0,0.34,Matches,2021,brasileirao,24,2021 Fortaleza,0.2,0.2,0.5,0.7,4.0,21.0,21.0,0.06,0.17,0.23,0.06,0.23
Carlinhos,br BRA,DF,34.0,3.0,2.0,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.3,0.3,0.1,0.5,5.0,6.0,11.0,0.18,0.06,0.24,0.18,0.24
Daniel Guedes,br BRA,DF,26.0,4.0,2.0,173.0,1.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.52,Matches,2021,brasileirao,24,2021 Fortaleza,0.0,0.0,0.3,0.3,5.0,5.0,4.0,0.0,0.17,0.17,0.0,0.17
Igor Torres,br BRA,FW,20.0,16.0,1.0,294.0,3.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.92,0.0,0.92,0.92,0.92,Matches,2021,brasileirao,24,2021 Fortaleza,1.7,1.7,0.1,1.8,5.0,10.0,39.0,0.51,0.04,0.55,0.51,0.55
Edinho,br BRA,"DF,MF",26.0,13.0,1.0,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.2,0.2,0.1,0.3,5.0,10.0,28.0,0.07,0.06,0.13,0.07,0.13
Juan Quintero,co COL,DF,25.0,1.0,1.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2021,brasileirao,24,2021 Fortaleza,0.1,0.1,0.0,0.1,1.0,4.0,0.0,0.13,0.0,0.13,0.13,0.13
